152926251,153092177,0
153462714,153092258,0
153274436,153092258,0
2491759529,5670699393,0
3921188422,7065305631,0
3705668276,1512101298,0
1512101319,3705668278,0
3705668297,7588254520,0
153437703,3705668297,0
5973240714,153092837,0
153092847,153092843,0
5667666575,1906311981,0
1906311985,3390958099,0
152145112,1906311999,0
1906312019,1906312021,0
152979192,153093017,0
1906312108,1906339611,0
224396329,224396332,0
224396338,224396336,0
224396365,224396361,0
224452618,224396361,0
7192266849,224396598,0
224396610,224396609,0
3737588011,224396609,0
224396651,224396609,0
224396631,224396628,0
6784846818,224396633,0
224396642,224396637,0
224396646,224396642,0
224396651,224396646,0
152188940,153093500,0
2573206916,2510935039,0
2510934976,2573206916,0
153093628,151903119,0
1182103184,153093628,0
153093639,7674165792,0
7674165797,153093639,0
6989809385,2057800528,0
153093944,151589250,0
153094010,153094006,0
153159105,1933576232,0
1933576254,1933576233,0
1933576254,1933576234,0
1933576248,1933576234,0
152210705,1933576236,0
1933576266,1933576237,0
1933576262,1933576245,0
1933576261,1933576248,0
152401253,1933576257,0
1933576258,1933576257,0
152454008,1933576259,0
1933576263,1933576262,0
1933576266,1933576263,0
1933576256,1933576264,0
1933576255,1933576265,0
224477879,224397428,0
153094313,153094311,0
153094315,153094313,0
153094319,153094315,0
7379716804,153094395,0
7205579230,153094395,0
153094403,153094400,0
5377395961,153094409,0
2373978482,152306030,0
2373978511,2373978617,0
2373978533,152466391,0
153197654,2373978545,0
2373978605,2373978554,0
7566310001,2373978558,0
2373978570,2373978677,0
152466391,2373978570,0
224397844,224397841,0
224397847,224397844,0
7786706698,2373978668,0
152399315,2373978678,0
7786706699,2373978678,0
7786704443,2373978684,0
4234152569,151827882,0
1928267277,4234152569,0
4234152572,4234152570,0
6820460632,4234152570,0
151532325,4234152571,0
4234152574,153453935,0
153453933,4234152574,0
152911669,153094884,0
152211021,153094886,0
153094901,153094898,0
153094902,153094901,0
153094904,153094903,0
153094905,153094904,0
2402310086,5786045232,0
5786045260,152210132,0
152210131,5786045260,0
7185842325,7155485552,0
153095050,153095048,0
153095052,153095050,0
153095088,153095055,0
4009426104,153095055,0
153091375,153095088,0
153319330,153095088,0
152566999,153095097,0
153152105,153095097,0
