id_orig,key_0,medical_clinic,primary_school,supermarket,population
7024741,7024741,1537.4,1274.7,1481.8,183
7024742,7024742,1362.9,1436.2,1748.0,204
7024743,7024743,1454.8,1264.6,1839.9,132
7024744,7024744,1398.6,1194.3,1960.4,159
7024745,7024745,1724.7,1165.5,1751.1,171
7024746,7024746,1832.4,1191.2,1776.8,111
7024747,7024747,1580.0,1311.3,2266.3,165
7024748,7024748,897.1,1455.0,841.5,96
7024749,7024749,1381.1,1900.2,1325.5,198
7024750,7024750,1473.3,2031.2,1417.7,135
7024751,7024751,1679.5,1805.6,1623.8,171
7024752,7024752,1560.0,2117.8,1504.3,162
7024753,7024753,1669.7,1690.2,1614.1,111
7024754,7024754,1868.8,1994.9,1813.1,228
7024755,7024755,1383.5,1433.9,1327.9,96
7024756,7024756,1067.0,919.2,1011.3,171
7024757,7024757,1467.2,951.1,1411.6,186
7024758,7024758,1202.3,561.0,1146.6,246
7024759,7024759,1464.4,823.1,1408.8,171
7024760,7024760,1130.5,520.3,1074.8,282
7024761,7024761,2002.5,1392.4,1946.9,405
7024762,7024762,1401.4,207.0,3181.1,333
7024763,7024763,960.5,566.1,2740.3,237
7024764,7024764,1121.1,412.6,2900.8,138
7024765,7024765,813.5,763.6,2593.3,252
7024766,7024766,928.0,698.6,2707.8,147
7024767,7024767,692.6,1240.0,2875.6,162
7024768,7024768,550.4,1023.6,2659.2,297
7024769,7024769,382.3,1208.4,2541.3,102
7024770,7024770,371.6,1197.7,2530.6,129
7024771,7024771,299.3,1125.4,2458.3,183
7024772,7024772,469.4,1295.5,2628.4,165
7024773,7024773,263.7,1069.7,2402.6,192
7024774,7024774,1888.1,1194.7,3200.7,180
7024775,7024775,2287.6,1695.0,2811.7,186
7024776,7024776,2063.4,1419.1,1431.8,174
7024777,7024777,1882.2,1512.6,1751.7,102
7024778,7024778,1690.4,1046.1,1612.0,144
7024779,7024779,1226.9,1104.4,1096.4,126
7024780,7024780,1182.7,1060.1,1052.2,174
7024781,7024781,1124.5,1016.5,1199.6,237
7024782,7024782,735.9,613.3,605.4,189
7024783,7024783,1077.8,955.3,947.4,186
7024784,7024784,668.7,546.1,538.2,150
7024785,7024785,622.5,500.0,492.1,129
7024786,7024786,573.2,130.1,442.7,129
7024787,7024787,732.8,610.3,602.4,120
7024788,7024788,531.5,409.0,401.1,174
7024789,7024789,554.0,1068.4,850.8,162
7024790,7024790,289.0,803.3,585.8,132
7024791,7024791,632.8,849.8,929.6,189
7024792,7024792,322.6,836.9,619.4,141
7024793,7024793,859.8,674.0,1156.6,147
7024794,7024794,1183.8,638.2,1480.6,180
7024795,7024795,768.6,920.6,1065.3,210
7024796,7024796,355.9,443.0,59.2,171
7024797,7024797,518.8,605.9,222.1,135
7024798,7024798,499.9,873.2,489.4,84
7024799,7024799,337.3,851.6,634.1,207
7024800,7024800,869.9,1243.2,859.4,147
7024801,7024801,1180.4,1370.2,1402.2,150
7024802,7024802,598.1,1112.5,894.9,183
7024803,7024803,1012.5,1269.8,1044.4,135
7024804,7024804,1026.6,1210.6,1058.6,165
7024805,7024805,1017.7,1010.6,1314.5,174
7024806,7024806,1247.5,800.8,1485.0,105
7024807,7024807,1036.4,709.5,1333.2,162
7024808,7024808,1108.5,1101.4,1405.2,231
7024809,7024809,1214.5,1207.4,1511.2,117
7024810,7024810,1162.0,935.5,1458.7,162
7024811,7024811,1202.4,1121.8,1547.3,96
7024812,7024812,1042.5,942.5,1379.9,120
7024813,7024813,1109.2,662.5,1485.2,153
7024814,7024814,1076.7,921.7,1657.1,132
7024815,7024815,1221.4,1113.8,1636.5,198
7024816,7024816,1399.3,1392.2,1696.1,207
7024817,7024817,751.6,596.6,1670.8,201
7024818,7024818,698.6,741.6,1961.6,168
7024819,7024819,561.1,604.0,1824.1,261
7024820,7024820,307.9,605.1,1570.9,153
7024821,7024821,715.0,432.4,1365.3,174
7024822,7024822,432.8,730.0,1695.8,111
7024823,7024823,307.3,1224.8,2190.6,114
7024824,7024824,362.7,683.8,1514.6,138
7024825,7024825,310.7,1228.2,2194.0,102
7024826,7024826,193.9,1111.4,2077.2,135
7024827,7024827,358.8,1276.3,2242.1,135
7024828,7024828,1100.1,1397.3,2363.1,201
7024829,7024829,676.8,832.7,1828.7,153
7024830,7024830,1187.7,1484.9,2450.7,153
7024831,7024831,660.7,706.2,1812.6,210
7024832,7024832,793.1,747.5,1945.0,93
7024833,7024833,846.2,1424.1,2427.8,195
7024834,7024834,900.9,739.7,1885.0,111
7024835,7024835,938.4,448.1,1593.4,168
7024836,7024836,1526.8,1260.3,2663.3,99
7024837,7024837,1107.4,867.6,2091.5,144
7024838,7024838,1664.6,1178.9,2582.0,210
7024839,7024839,1529.4,266.0,1669.1,204
7024840,7024840,1257.1,1078.2,2241.2,165
7024841,7024841,1547.6,657.8,2060.8,162
7024842,7024842,1359.7,2026.1,1600.2,90
7024843,7024843,1330.5,1996.9,1571.0,105
7024844,7024844,1346.4,2012.8,1586.9,138
7024845,7024845,1618.2,1470.5,1562.5,141
7024846,7024846,415.9,1082.3,656.4,276
7024847,7024847,730.5,762.5,565.1,216
7024848,7024848,670.3,1083.0,493.7,243
7024849,7024849,798.8,215.6,743.1,261
7024850,7024850,527.2,390.4,471.5,129
7024851,7024851,1196.5,351.7,1140.8,237
7024852,7024852,681.2,782.0,504.7,219
7024853,7024853,777.5,455.4,601.0,270
7024854,7024854,881.7,319.4,932.7,264
7024855,7024855,855.1,503.4,906.1,213
7024856,7024856,897.3,807.2,720.7,135
7024857,7024857,1093.8,697.6,994.9,216
7024858,7024858,1765.5,1523.3,1588.9,357
7024859,7024859,1479.6,1312.6,1303.1,303
7024860,7024860,1956.0,2078.7,2771.5,393
7024861,7024861,610.2,1223.0,2030.1,246
7024862,7024862,445.4,1057.2,1968.2,216
7024863,7024863,647.6,744.2,1692.6,267
7024864,7024864,287.5,724.8,2232.2,213
7024865,7024865,3216.5,3365.1,5399.5,132
7024866,7024866,1946.3,2069.0,2423.8,117
7024867,7024867,1595.5,1718.2,2149.1,102
7024868,7024868,1735.2,1857.9,2288.8,162
7024869,7024869,1450.1,1774.9,1894.8,156
7024870,7024870,1647.8,2089.8,2092.5,102
7024871,7024871,1476.5,1817.2,2331.5,213
7024872,7024872,1461.1,1824.7,1763.3,138
7024873,7024873,1304.1,1644.9,1806.7,180
7024874,7024874,1400.7,1741.4,2199.7,99
7024875,7024875,1402.5,1743.2,2257.5,198
7024876,7024876,1480.7,1821.5,1983.3,198
7024877,7024877,1058.0,1398.8,1873.2,159
7024878,7024878,916.2,1257.0,1771.3,147
7024879,7024879,1302.9,1745.5,1241.5,162
7024880,7024880,856.8,1197.6,1454.5,195
7024881,7024881,937.1,1379.8,1239.4,138
7024882,7024882,1087.4,1530.1,1065.6,195
7024883,7024883,1329.2,1400.2,1204.1,150
7024884,7024884,1037.8,1480.4,725.2,129
7024885,7024885,1208.4,1279.5,879.8,108
7024886,7024886,2991.2,1053.2,2339.5,174
7024887,7024887,1244.4,1321.0,1749.3,126
7024888,7024888,1805.9,348.5,2318.6,123
7024889,7024889,1687.0,412.3,2199.6,108
7024890,7024890,1355.9,698.2,1868.5,144
7024891,7024891,1613.2,588.3,2658.8,123
7024892,7024892,1118.2,727.2,2453.4,207
7024893,7024893,1007.0,804.9,2680.9,120
7024894,7024894,1376.3,394.8,1888.9,138
7024895,7024895,657.7,1031.1,2225.2,114
7024896,7024896,1038.8,903.0,1907.3,201
7024897,7024897,750.4,1370.2,2267.9,171
7024898,7024898,856.4,1385.6,2283.4,159
7024899,7024899,1227.7,1119.8,1302.8,135
7024900,7024900,915.8,1273.9,2027.4,132
7024901,7024901,899.7,1257.9,2011.4,135
7024902,7024902,964.8,716.2,2617.8,126
7024903,7024903,478.6,1545.2,2298.7,183
7024904,7024904,703.4,977.6,2377.3,168
7024905,7024905,398.0,1414.1,2218.1,129
7024906,7024906,346.7,1413.4,2166.9,132
7024907,7024907,554.2,1552.0,2408.9,192
7024908,7024908,262.3,809.9,1485.3,129
7024909,7024909,233.4,781.0,1456.5,114
7024910,7024910,289.9,1346.0,2099.5,153
7024911,7024911,485.2,1541.3,2294.8,153
7024912,7024912,679.5,1601.9,2385.1,93
7024913,7024913,820.8,1518.5,2301.7,159
7024914,7024914,915.1,1612.8,2396.1,105
7024915,7024915,364.2,770.6,1713.9,99
7024916,7024916,352.3,771.4,1520.9,150
7024917,7024917,351.2,516.2,1519.9,159
7024918,7024918,850.2,742.2,1054.9,93
7024919,7024919,655.9,807.2,1119.8,168
7024920,7024920,471.4,683.1,995.7,138
7024921,7024921,575.8,578.7,891.3,123
7024922,7024922,375.6,686.8,999.4,159
7024923,7024923,741.0,624.9,937.6,180
7024924,7024924,908.7,929.3,1219.4,177
7024925,7024925,1026.5,886.9,831.8,132
7024926,7024926,857.5,992.1,1246.5,180
7024927,7024927,512.6,517.0,1350.0,132
7024928,7024928,511.0,136.2,1532.6,132
7024929,7024929,471.5,261.3,1458.7,144
7024930,7024930,304.3,309.4,1546.3,117
7024931,7024931,674.7,464.6,1351.4,201
7024932,7024932,274.2,364.2,1516.3,120
7024933,7024933,395.9,407.1,1637.9,168
7024934,7024934,277.3,588.7,1519.3,177
7024935,7024935,741.2,298.1,610.7,138
7024936,7024936,1096.3,749.9,1093.0,198
7024937,7024937,975.2,957.0,665.2,225
7024938,7024938,1040.5,1230.3,1262.3,171
7024939,7024939,1047.6,1237.3,1076.2,195
7024940,7024940,1188.1,741.3,1564.0,201
7024941,7024941,668.0,1062.3,1508.7,162
7024942,7024942,877.7,936.3,1470.7,126
7024943,7024943,767.5,1161.8,1343.8,129
7024944,7024944,1086.5,639.8,1405.8,138
7024945,7024945,1002.6,773.4,1213.4,186
7024946,7024946,1158.7,712.0,1024.6,162
7024947,7024947,1128.7,682.0,806.4,123
7024948,7024948,622.8,176.0,1537.9,210
7024949,7024949,940.1,782.2,1111.1,138
7024950,7024950,1431.6,1273.7,735.2,165
7024951,7024951,702.3,544.4,1106.3,117
7024952,7024952,550.7,396.4,1163.1,96
7024953,7024953,743.5,915.8,485.6,165
7024954,7024954,630.1,697.6,1280.4,135
7024955,7024955,523.1,917.4,1153.4,240
7024956,7024956,466.3,860.6,1037.0,309
7024957,7024957,1179.1,1021.2,558.2,162
7024958,7024958,962.2,1132.0,730.2,192
7024959,7024959,1452.0,1266.3,680.2,129
7024960,7024960,877.5,1049.8,133.5,162
7024961,7024961,875.3,681.3,746.9,132
7024962,7024962,986.1,1158.4,458.4,375
7024963,7024963,813.3,748.7,725.9,192
7024964,7024964,359.4,877.2,497.6,156
7024965,7024965,407.3,579.7,682.3,120
7024966,7024966,185.8,801.9,460.8,111
7024967,7024967,807.8,1005.6,1481.0,126
7024968,7024968,709.8,882.2,896.9,123
7024969,7024969,821.6,342.2,1145.7,216
7024970,7024970,1011.0,541.7,1457.3,171
7024971,7024971,1176.7,350.0,1316.4,192
7024972,7024972,571.0,337.1,672.2,207
7024973,7024973,816.6,50.1,956.2,75
7024974,7024974,1144.3,910.5,1142.6,246
7024975,7024975,820.8,756.1,595.4,126
7024976,7024976,388.1,503.9,515.6,123
7024977,7024977,726.4,492.5,886.6,234
7024978,7024978,823.6,1055.9,447.8,183
7024979,7024979,938.7,704.8,629.3,129
7024980,7024980,959.0,1428.2,583.2,126
7024981,7024981,1147.4,913.6,1101.2,135
7024982,7024982,986.1,1455.3,610.3,132
7024983,7024983,1253.4,1019.5,1207.1,177
7024984,7024984,1777.9,578.0,1909.9,3
7024985,7024985,1407.9,2017.1,1688.5,36
7024986,7024986,1453.1,1804.0,1077.3,84
7024987,7024987,824.0,1208.5,682.2,291
7024988,7024988,912.9,1125.3,736.4,243
7024989,7024989,1745.5,1578.5,1569.0,117
7024990,7024990,1660.0,1492.9,1483.4,156
7024991,7024991,2071.8,1904.7,1895.2,189
7024992,7024992,1923.2,2045.8,2313.9,138
7024993,7024993,1928.1,2050.8,2540.4,102
7024994,7024994,1730.8,1853.5,2546.3,120
7024995,7024995,1665.5,1788.2,2481.0,147
7024996,7024996,1531.6,1654.3,2347.1,165
7024997,7024997,1288.3,1411.0,2103.7,198
7024998,7024998,1440.0,1562.7,2255.5,141
7024999,7024999,1019.8,1142.5,1835.3,138
7025000,7025000,890.2,1012.8,1705.6,189
7025001,7025001,2263.2,2385.8,2527.8,150
7025002,7025002,2033.8,2156.5,2601.2,186
7025003,7025003,2098.9,2221.6,2439.8,108
7025004,7025004,1856.6,1979.3,2584.9,117
7025005,7025005,1794.1,1916.8,2361.5,168
7025006,7025006,1390.5,1513.2,2205.9,123
7025007,7025007,1337.8,1460.5,2359.6,114
7025008,7025008,1868.9,1991.5,2436.3,402
7025009,7025009,687.2,809.9,1502.7,156
7025010,7025010,991.0,1113.6,1313.6,189
7025011,7025011,807.3,1249.9,868.6,204
7025012,7025012,1043.1,1485.7,391.4,156
7025013,7025013,930.3,1053.0,1745.8,135
7025014,7025014,1371.3,1675.7,1816.1,135
7025015,7025015,858.1,980.8,1668.9,117
7025016,7025016,648.8,1091.4,1329.5,141
7025017,7025017,880.3,1357.5,1561.0,186
7025018,7025018,295.7,642.4,1106.4,210
7025019,7025019,282.8,725.4,963.5,141
7025020,7025020,526.4,969.1,971.2,192
7025021,7025021,578.5,1021.2,880.8,117
7025022,7025022,770.6,1213.2,1072.9,138
7025023,7025023,507.2,629.8,1317.9,129
7025024,7025024,474.7,597.4,1285.5,102
7025025,7025025,754.9,1197.5,816.2,174
7025026,7025026,640.0,1082.7,942.3,156
7025027,7025027,1217.8,1660.4,905.2,117
7025028,7025028,528.7,971.4,831.0,159
7025029,7025029,1125.6,1568.2,813.0,159
7025030,7025030,1035.5,1478.2,722.9,117
7025031,7025031,1258.4,1701.0,710.8,288
7025032,7025032,1557.6,1205.2,1010.1,165
7025033,7025033,1497.5,1881.6,950.0,165
7025034,7025034,2309.7,1254.2,1740.1,171
7025035,7025035,2107.7,1316.7,1560.1,144
7025036,7025036,2284.0,727.1,1632.3,165
7025037,7025037,2487.8,549.8,1836.0,147
7025038,7025038,1984.5,1261.6,1332.7,156
7025039,7025039,1778.9,360.3,1127.2,168
7025040,7025040,2471.8,533.8,1820.0,168
7025041,7025041,2281.3,343.3,1629.6,171
7025042,7025042,2509.2,369.9,1857.4,198
7025043,7025043,1706.6,1411.6,1377.5,132
7025044,7025044,1558.5,1263.4,1229.3,195
7025045,7025045,1431.3,1136.2,1102.2,141
7025046,7025046,1930.1,1635.0,1600.9,180
7025047,7025047,1000.0,864.2,736.4,153
7025048,7025048,1316.5,1160.2,1275.9,168
7025049,7025049,1073.5,795.3,1149.3,168
7025050,7025050,1192.2,1268.8,1697.1,177
7025051,7025051,508.2,712.5,224.1,219
7025052,7025052,744.4,664.8,893.0,156
7025053,7025053,616.7,569.9,766.8,120
7025054,7025054,860.9,1074.2,1779.1,144
7025055,7025055,1108.3,838.6,1584.8,213
7025056,7025056,623.9,329.9,1083.4,132
7025057,7025057,850.9,758.5,1504.7,132
7025058,7025058,914.3,620.3,1373.8,198
7025059,7025059,366.2,289.2,1042.7,108
7025060,7025060,530.0,327.4,680.1,195
7025061,7025061,678.3,212.3,965.7,180
7025062,7025062,391.2,550.1,1303.6,201
7025063,7025063,706.8,435.1,1098.3,174
7025064,7025064,486.5,655.4,1318.6,141
7025065,7025065,311.0,944.4,1697.9,147
7025066,7025066,463.5,1073.6,1827.1,120
7025067,7025067,404.3,1058.3,1811.8,171
7025068,7025068,892.7,757.5,999.6,231
7025069,7025069,1010.4,1180.3,1026.1,138
7025070,7025070,856.7,1026.6,872.4,147
7025071,7025071,864.5,1034.4,880.3,165
7025072,7025072,764.4,1024.1,1964.1,111
7025073,7025073,719.3,979.0,1919.0,210
7025074,7025074,1146.6,1406.2,2201.4,105
7025075,7025075,472.2,668.2,1728.7,204
7025076,7025076,736.3,996.0,1468.8,165
7025077,7025077,580.4,776.4,1510.2,102
7025078,7025078,690.0,1514.5,2196.8,114
7025079,7025079,480.2,676.2,1496.4,180
7025080,7025080,626.3,1250.7,1909.1,135
7025081,7025081,669.4,1493.9,2176.2,114
7025082,7025082,1181.9,1149.5,1763.5,126
7025083,7025083,749.6,1156.0,1939.3,108
7025084,7025084,1259.6,956.8,1570.8,150
7025085,7025085,1156.4,803.9,1418.0,162
7025086,7025086,480.3,886.7,1830.0,177
7025087,7025087,1036.2,391.0,1635.0,120
7025088,7025088,492.7,374.8,1661.3,123
7025089,7025089,744.5,817.1,999.9,159
7025090,7025090,565.9,638.5,1346.3,156
7025091,7025091,391.7,464.3,1172.2,93
7025092,7025092,553.1,393.9,1350.3,102
7025093,7025093,473.8,546.5,826.8,195
7025094,7025094,607.9,448.7,1405.1,180
7025095,7025095,574.0,588.8,1371.2,180
7025096,7025096,425.4,440.2,1000.6,165
7025097,7025097,459.9,474.6,741.2,177
7025098,7025098,584.3,599.1,862.6,162
7025099,7025099,646.9,790.2,676.2,207
7025100,7025100,612.2,305.5,1854.3,141
7025101,7025101,629.6,644.4,1426.7,90
7025102,7025102,829.1,843.8,1626.2,174
7025103,7025103,821.2,835.9,1618.3,111
7025104,7025104,829.5,844.3,1626.7,216
7025105,7025105,635.5,893.3,1543.8,174
7025106,7025106,773.3,922.1,1704.5,147
7025107,7025107,641.4,1035.8,1096.6,144
7025108,7025108,664.9,1059.2,1120.1,120
7025109,7025109,582.1,976.4,1037.2,141
7025110,7025110,538.6,796.5,1470.0,153
7025111,7025111,717.0,974.9,1462.9,495
7025112,7025112,950.9,1314.1,735.1,474
7025113,7025113,533.4,791.3,1588.0,132
7025114,7025114,626.9,338.3,1039.8,147
7025115,7025115,785.7,497.0,1198.6,558
7025116,7025116,552.2,263.6,1005.8,171
7025117,7025117,556.9,646.0,659.2,168
7025118,7025118,608.1,319.5,1034.6,216
7025119,7025119,631.1,342.5,926.2,123
7025120,7025120,578.2,658.4,490.7,183
7025121,7025121,607.3,434.7,932.5,249
7025122,7025122,887.6,598.9,1414.6,168
7025123,7025123,243.1,608.1,649.2,186
7025124,7025124,520.7,620.2,769.7,129
7025125,7025125,556.8,580.1,805.8,111
7025126,7025126,494.0,1028.9,354.5,132
7025127,7025127,832.2,828.5,1089.5,210
7025128,7025128,558.6,936.8,541.9,237
7025129,7025129,465.4,761.9,403.0,180
7025130,7025130,749.4,1153.9,489.2,186
7025131,7025131,542.9,947.4,294.5,204
7025132,7025132,890.3,1358.2,432.8,186
7025133,7025133,721.3,1125.8,147.3,81
7025134,7025134,829.5,1203.1,569.3,279
7025135,7025135,696.6,1101.1,122.6,165
7025136,7025136,1451.8,1439.1,1263.7,219
7025137,7025137,877.7,1346.9,501.9,93
7025138,7025138,1259.2,1663.7,720.3,159
7025139,7025139,1512.0,1499.3,1323.9,96
7025140,7025140,1595.4,1276.8,1088.7,213
7025141,7025141,1121.2,1525.7,582.3,138
7025142,7025142,1228.9,1633.4,689.9,117
7025143,7025143,1594.4,1434.6,1055.4,12
7025144,7025144,2065.0,2126.5,1619.8,93
7025145,7025145,1431.5,1426.4,3494.4,171
7025146,7025146,1335.2,1330.0,3444.8,138
7025147,7025147,1443.1,1383.4,3255.8,153
7025148,7025148,1143.0,1137.9,3155.4,174
7025149,7025149,1435.2,1086.0,2958.4,150
7025150,7025150,1512.6,1163.5,2860.2,162
7025151,7025151,1546.5,630.2,2943.1,165
7025152,7025152,1612.5,632.2,3075.1,171
7025153,7025153,1982.2,1590.5,2549.6,195
7025154,7025154,1685.8,1687.7,2253.2,261
7025155,7025155,1793.5,1916.2,2116.1,174
7025156,7025156,1362.4,1485.1,1685.1,156
7025157,7025157,1613.9,1736.6,1595.4,126
7025158,7025158,1578.0,2060.2,1827.3,168
7025159,7025159,1695.8,2205.4,1945.0,156
7025160,7025160,2625.9,1879.6,1974.2,123
7025161,7025161,2462.6,1716.3,1810.8,150
7025162,7025162,1708.8,1318.5,1057.0,144
7025163,7025163,1811.7,1309.6,1160.0,156
7025164,7025164,2036.6,1290.3,1384.9,156
7025165,7025165,2786.3,2040.1,2134.6,126
7025166,7025166,3781.9,1720.6,3130.2,267
7025167,7025167,5601.5,3663.5,4949.7,144
7025168,7025168,2669.4,530.2,2017.7,204
7025169,7025169,702.0,124.2,1197.6,180
7025170,7025170,854.8,668.7,1338.7,111
7025171,7025171,423.2,488.6,918.8,159
7025172,7025172,634.6,783.9,1149.0,198
7025173,7025173,221.4,868.5,473.9,216
7025174,7025174,372.7,691.3,625.3,105
7025175,7025175,223.6,747.5,476.2,177
7025176,7025176,464.5,809.7,890.0,120
7025177,7025177,722.5,742.5,805.7,87
7025178,7025178,737.0,538.9,887.1,219
7025179,7025179,509.2,916.4,1288.8,114
7025180,7025180,788.5,810.7,1094.8,153
7025181,7025181,546.5,767.1,1430.3,159
7025182,7025182,353.5,698.6,823.4,105
7025183,7025183,418.6,1095.9,1220.6,90
7025184,7025184,417.0,1094.2,1219.0,111
7025185,7025185,693.4,1013.0,1118.9,153
7025186,7025186,517.1,1194.4,1319.1,159
7025187,7025187,727.7,1405.0,1529.7,81
7025188,7025188,932.8,1425.5,1555.8,108
7025189,7025189,614.8,1292.1,1416.8,123
7025190,7025190,1166.1,973.6,1421.1,141
7025191,7025191,769.4,1185.2,1425.1,192
7025192,7025192,404.6,642.8,1710.4,228
7025193,7025193,1082.3,820.2,1634.5,120
7025194,7025194,854.6,592.5,1574.5,150
7025195,7025195,1253.2,991.1,1555.5,159
7025196,7025196,438.5,3.1,1416.1,123
7025197,7025197,739.5,477.4,1459.4,144
7025198,7025198,1262.3,929.3,1361.0,111
7025199,7025199,313.1,128.5,1368.2,93
7025200,7025200,399.2,595.2,1262.9,129
7025201,7025201,1074.7,871.5,1173.3,177
7025202,7025202,729.7,486.8,932.5,114
7025203,7025203,612.9,477.7,1020.5,117
7025204,7025204,841.8,643.3,940.5,177
7025205,7025205,944.2,837.1,960.0,84
7025206,7025206,946.6,811.5,985.6,240
7025207,7025207,652.3,830.1,668.1,171
7025208,7025208,856.8,986.3,872.5,174
7025209,7025209,1033.4,830.2,1132.0,168
7025210,7025210,1190.1,816.4,1288.8,201
7025211,7025211,841.0,937.4,939.6,129
7025212,7025212,1035.9,862.6,1159.9,135
7025213,7025213,461.8,1076.2,560.4,117
7025214,7025214,1145.6,1158.0,1244.3,144
7025215,7025215,341.4,1173.7,397.9,135
7025216,7025216,524.8,970.0,623.5,144
7025217,7025217,209.6,1064.1,308.2,183
7025218,7025218,642.9,998.2,741.6,192
7025219,7025219,320.7,972.0,336.4,156
7025220,7025220,775.1,908.8,873.8,120
7025221,7025221,708.8,833.6,807.5,117
7025222,7025222,371.8,893.9,253.0,153
7025223,7025223,516.5,496.3,397.7,114
7025224,7025224,748.2,915.5,777.6,159
7025225,7025225,468.7,748.2,498.1,117
7025226,7025226,563.1,842.6,592.5,120
7025227,7025227,328.1,607.5,357.4,93
7025228,7025228,643.9,117.6,514.5,111
7025229,7025229,311.4,340.8,182.1,183
7025230,7025230,223.8,624.3,461.3,186
7025231,7025231,993.1,398.8,1015.6,228
7025232,7025232,617.3,956.0,536.5,141
7025233,7025233,1076.4,811.6,957.6,144
7025234,7025234,411.3,711.9,292.5,96
7025235,7025235,1057.5,792.8,938.7,174
7025236,7025236,1142.5,654.9,1241.1,111
7025237,7025237,1316.0,1119.6,1186.6,162
7025238,7025238,1071.4,974.4,1107.9,102
7025239,7025239,588.0,61.8,458.7,132
7025240,7025240,880.8,684.4,751.4,177
7025241,7025241,951.1,734.8,821.7,159
7025242,7025242,1205.8,816.3,1076.4,168
7025243,7025243,918.5,172.3,789.1,237
7025244,7025244,968.6,692.0,1308.8,129
7025245,7025245,721.1,877.0,1213.7,156
7025246,7025246,712.1,583.7,1096.7,141
7025247,7025247,730.8,602.4,1115.4,168
7025248,7025248,690.1,561.6,1074.6,144
7025249,7025249,662.7,534.3,1047.3,102
7025250,7025250,786.5,658.0,1171.0,195
7025251,7025251,446.6,318.2,831.2,123
7025252,7025252,574.2,445.0,958.8,102
7025253,7025253,249.1,357.4,298.1,138
7025254,7025254,369.7,423.4,754.2,195
7025255,7025255,184.8,567.3,608.3,234
7025256,7025256,279.3,643.9,684.9,126
7025257,7025257,472.2,267.6,596.3,165
7025258,7025258,238.1,346.4,343.1,138
7025259,7025259,346.8,540.2,390.8,156
7025260,7025260,294.8,291.1,679.4,300
7025261,7025261,326.0,322.3,710.6,171
7025262,7025262,739.7,735.9,932.8,126
7025263,7025263,568.4,564.6,952.9,210
7025264,7025264,440.4,506.8,564.5,135
7025265,7025265,389.0,455.4,513.1,183
7025266,7025266,653.7,649.9,905.4,282
7025267,7025267,769.4,665.5,1021.1,201
7025268,7025268,508.9,336.0,633.0,252
7025269,7025269,897.6,893.8,1129.9,183
7025270,7025270,795.2,791.5,1046.9,147
7025271,7025271,657.1,244.4,785.3,255
7025272,7025272,934.2,630.7,1171.7,90
7025273,7025273,970.4,666.9,1207.9,147
7025274,7025274,837.7,332.6,958.3,132
7025275,7025275,1072.7,862.4,1208.8,225
7025276,7025276,1060.8,1966.7,2732.5,165
7025277,7025277,1034.9,2303.4,3110.8,168
7025278,7025278,919.1,1736.7,2544.1,135
7025279,7025279,431.4,1249.0,2183.6,195
7025280,7025280,925.1,1860.6,2668.1,204
7025281,7025281,895.0,889.8,3305.5,204
7025282,7025282,941.6,936.4,3352.1,108
7025283,7025283,1005.6,1000.4,3077.6,201
7025284,7025284,314.0,1131.7,2400.3,168
7025285,7025285,483.2,309.2,2893.8,105
7025286,7025286,714.3,417.1,3124.8,165
7025287,7025287,712.0,180.2,2998.0,111
7025288,7025288,753.2,1152.2,3163.7,183
7025289,7025289,1034.5,511.1,3306.1,225
7025290,7025290,1008.0,918.5,3418.6,177
7025291,7025291,1565.4,966.5,3736.0,129
7025292,7025292,1355.4,439.1,3134.3,195
7025293,7025293,1119.6,547.0,3391.2,183
7025294,7025294,1429.9,830.9,3600.5,141
7025295,7025295,1354.0,164.7,3449.8,210
7025296,7025296,1385.4,140.0,3481.2,189
7025297,7025297,1405.5,216.1,3501.3,156
7025298,7025298,1668.5,423.2,3732.3,189
7025299,7025299,1721.0,475.6,3231.6,195
7025300,7025300,1825.8,580.5,3889.7,141
7025301,7025301,1758.5,513.2,3426.7,183
7025302,7025302,1358.2,687.8,3197.1,120
7025303,7025303,1074.2,1219.5,3107.3,123
7025304,7025304,998.1,1266.6,3031.1,174
7025305,7025305,3593.1,3250.2,4611.1,108
7025306,7025306,5213.7,3152.4,4562.0,138
7025307,7025307,4873.1,2811.8,4221.4,231
7025308,7025308,1093.1,873.7,1307.5,153
7025309,7025309,1000.1,814.1,1484.0,102
7025310,7025310,964.7,778.6,1448.6,84
7025311,7025311,999.9,868.4,1313.9,141
7025312,7025312,1127.2,995.8,1395.1,225
7025313,7025313,567.8,688.3,982.8,84
7025314,7025314,836.2,1093.3,664.8,228
7025315,7025315,547.5,1224.8,1063.2,141
7025316,7025316,912.6,1432.0,643.3,159
7025317,7025317,779.8,797.8,902.3,198
7025318,7025318,596.7,638.5,719.2,186
7025319,7025319,1034.7,1473.2,519.3,36
7025320,7025320,674.0,1211.9,694.1,87
7025321,7025321,304.6,981.9,1106.6,117
7025322,7025322,784.1,1461.4,1187.7,165
7025323,7025323,865.4,1467.0,825.6,228
7025324,7025324,886.0,1554.9,1234.4,153
7025325,7025325,1229.7,961.5,1070.7,99
7025326,7025326,955.9,867.7,796.9,114
7025327,7025327,953.2,870.4,794.2,126
7025328,7025328,514.5,1202.9,968.3,147
7025329,7025329,1045.5,659.5,1005.1,186
7025330,7025330,1225.2,674.8,1408.1,108
7025331,7025331,430.0,1118.4,1076.4,120
7025332,7025332,460.4,491.4,1433.5,135
7025333,7025333,823.1,437.1,1475.4,141
