,dest_type,name,lon,lat
73,medical_clinic,Memorial Hermann Convenient Care Center in Spring,-95.53553233948887,30.08640484211759
74,medical_clinic,Memorial Hermann Imaging Center,-95.42250498435384,29.73448280999729
75,medical_clinic,Memorial Hermann Medical Group,-95.18379613143628,30.04760813778796
76,medical_clinic,Memorial Hermann Medical Group Copperfield,-95.63178522321024,29.90440728245538
77,medical_clinic,Memorial Hermann Sports Medicine and Rehabilitation,-95.18397993139274,30.04752803781071
78,medical_clinic,Memorial MRI & Diagnostic,-95.51362715838361,29.79399110092271
79,medical_clinic,Men's T Clinic,-95.41127098535773,29.77649780101641
80,medical_clinic,Midtown Pain & Rehabilitation Center,-95.36456609877138,29.74391870610214
81,medical_clinic,Midtown Surgical Center,-95.36528061355423,29.7446844139695
82,medical_clinic,Neighbors Emergency Center,-95.64573602160506,29.86113899174342
83,medical_clinic,Next Level Urgent Care,-95.6370445222129,29.89677508418971
84,medical_clinic,Night Light Pediatric Urgent Care,-95.42923457848102,29.82736439122608
85,medical_clinic,North Cypress Emergency Room,-95.73972509159408,29.99356396806908
86,medical_clinic,North Houston Endoscopy & Surgery,-95.43535676803263,30.0232148514834
87,medical_clinic,Physician Specialty Center,-95.43529109761391,29.81213179554618
88,medical_clinic,Placemark,-95.63069037292588,29.91683846088797
89,medical_clinic,Placemark,-95.50374136721743,30.07350008063097
90,medical_clinic,Placemark,-95.64776562130307,29.94459120383204
91,medical_clinic,Placemark,-95.63078267992773,29.91627813600518
92,medical_clinic,Placemark,-95.4676438233221,29.72278065492126
93,medical_clinic,Placemark,-95.4681711240193,29.70403531777623
94,medical_clinic,Placemark,-95.42547573761948,29.80113019246104
95,medical_clinic,Placemark,-95.61351219816365,29.92015210562181
96,medical_clinic,Placemark,-95.49851121055458,30.07352699944333
97,medical_clinic,Placemark,-95.6311726198374,29.9160741540601
98,medical_clinic,Placemark,-95.57222597398193,29.73626883170711
99,medical_clinic,Placemark,-95.62970777918333,29.91669626188306
100,medical_clinic,Placemark,-95.61259095844801,29.91907197980991
101,medical_clinic,Planned Parenthood,-95.4831249700842,29.70650881777537
102,medical_clinic,Quest Diagnostics,-95.2478891143818,30.06062363735444
103,medical_clinic,Restore Hyper Wellness & Cryotherapy,-95.40610398769292,29.75380320548586
104,medical_clinic,Rheumatic Disease Clinic of Houston,-95.37742779628488,29.72573731026272
105,medical_clinic,Riverside Dialysis Center,-95.3618741500312,29.73109200863924
106,medical_clinic,San Antonio Clinic,-95.31593566103625,29.72583652016272
107,medical_clinic,Santa Clara Family Clinic,-95.31744861163885,29.72605280816951
108,medical_clinic,Select Physical Therapy,-95.429169578915,29.81806399312478
109,medical_clinic,SignatureCare Emergency Center,-95.46763637332405,29.72277981392115
110,medical_clinic,SignatureCare Emergency Center,-95.57222584598156,29.73627771470533
111,medical_clinic,"Spencer R. Berthelsen, M.D., Main Campus",-95.4215116559064,29.70524124095243
112,medical_clinic,Spring Branch Hillendahl Clinic,-95.49449276299444,29.80031149897959
113,medical_clinic,Spring Urgent Care,-95.54400503864319,30.05772294823948
114,medical_clinic,Summer Creek Physicians,-95.21523342848084,29.93522626184311
115,medical_clinic,Texas Children's Pedatrics,-95.39908058712886,29.80669629442365
116,medical_clinic,Texas Children's Pediatrics Cullen,-95.34483720557766,29.70445501352398
117,medical_clinic,Texas Children's Pediatrics Gulfgate,-95.29714311816596,29.69621731360481
118,medical_clinic,Texas Sports Medicine Center,-95.6290247447238,30.08344711498122
119,medical_clinic,The Center for Wound Care,-95.23561741807873,30.048697739362
120,medical_clinic,The Woman's Place Kingwood,-95.23545391812053,30.04870153935556
121,medical_clinic,Thomas Street Health Center,-95.36545349708001,29.77677459940308
122,medical_clinic,Town Center Family Practice,-95.18625163061171,30.05183983700889
123,medical_clinic,Town Center Foot and Ankle,-95.18523263103357,30.04834453768735
124,medical_clinic,UH Health Center,-95.34433449206982,29.71881701456209
125,medical_clinic,UTMB Health Regional Maternal and Child Health Program,-95.22694661614227,30.13914292061681
126,medical_clinic,Urgent Care & Weight Loss,-95.21524002848383,29.93512286186448
127,medical_clinic,Vallbona Health Center,-95.50022692466118,29.70761249912784
128,medical_clinic,Vecino Airline Children's Clinic,-95.3839631890415,29.85035218498117
129,medical_clinic,Vecino's Denver Harbor Family Clinic,-95.30986151116967,29.78029619679367
130,medical_clinic,West Houston Community Health Center,-95.70728385726983,29.83065325005986
131,medical_clinic,West Oaks Urgent Care,-95.68651892013422,29.66115488392055
132,medical_clinic,Woman's Health,-95.40922668613302,29.77085530210157
133,medical_clinic,Women's Outpatient Center,-95.364431406662,29.74715204543518
134,primary_school,AL-HADI SCHOOL OF ACCELERATIVE LEARNING,-95.500856,29.7422701224406
135,primary_school,ALCOTT EL,-95.2768296,29.6724513
136,primary_school,ALEXANDER EL,-95.60782669012764,29.6876826
137,primary_school,ALIEF MONTESSORI COMMUNITY SCHOOL,-95.590799,29.71315525
138,primary_school,ALMEDA EL,-95.41742955102042,29.60041046938775
139,primary_school,ANDERSON ACADEMY,-95.43049302737569,29.8681522
140,primary_school,ANDERSON EL,-95.48797655,29.64914955
141,primary_school,ANDERSON EL,-95.33351567448582,30.03691305
142,primary_school,ANDRE EL,-95.7175899,29.9426878
143,primary_school,ANNUNCIATION ORTHODOX SCHOOL,-95.3932071758563,29.7396152
144,primary_school,ARABIC IMMERSION MAGNET SCHOOL,-95.4129218,29.8114892
145,primary_school,ARISTOI CLASSICAL ACADEMY,-95.82177787755101,29.79650812244898
146,primary_school,ARLYNE & ALAN WEBER EL,-95.2507591,29.6152692
147,primary_school,ARMAND BAYOU EL,-95.115463,29.594188
148,primary_school,ARMAND BAYOU MONTESSORI,-95.11288662809918,29.59515152892562
149,primary_school,ARROW ACADEMY - HARVEST PREPARATORY ACADEMY,-95.3976872,29.9377466
150,primary_school,ASCENSION EPISCOPAL SCHOOL,-95.5531624949495,29.74023727272727
151,primary_school,ASKEW EL,-95.577365,29.751442
152,primary_school,ASSUMPTION CATHOLIC SCHOOL,-95.387489,29.871472
153,primary_school,ATHERTON EL,-95.321203,29.77928287149253
154,primary_school,ATKINSON EL,-95.24058189572519,29.60736685875717
155,primary_school,AULT EL,-95.734953,30.0010485
156,primary_school,AVONDALE HOUSE,-95.43684928859061,29.67223254362416
157,primary_school,B H HAMBLEN EL,-95.1385389,29.7770024
158,primary_school,BAILEY EL,-95.197903,29.67267373469388
159,primary_school,BANE EL,-95.52754791146093,29.8530131
160,primary_school,BARRICK EL,-95.3698,29.874882
161,primary_school,BASTIAN EL,-95.2768296,29.6724513
162,primary_school,BAY AREA MONTESSORI HOUSE,-95.2460095,29.7857086
163,primary_school,BAY EL,-95.02612893288591,29.56653608724832
164,primary_school,BAYTOWN CHRISTIAN ACADEMY,-94.96415709155036,29.7819972913689
165,primary_school,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,-95.345699375,29.70103875
166,primary_school,BELL EL,-95.5497546002687,29.64406561565204
167,primary_school,BENAVIDEZ EL,-95.491761,29.716431
168,primary_school,BENBROOK EL,-95.48206,29.827233
169,primary_school,BENEKE EL,-95.4812350977038,29.98299435
170,primary_school,BENFER EL,-95.48604868284443,30.03491525
171,primary_school,BERNSHAUSEN EL,-95.590627,30.090246
172,primary_school,BERRY EL,-95.34932950251256,29.83763489447236
173,primary_school,BEST EL,-95.5520144478069,29.6722326
174,primary_school,BIRKES EL,-95.668459,29.8335759
175,primary_school,BLACK EL,-95.6732211,30.0243099
176,primary_school,BLACK EL,-95.40438771828794,29.9294756
177,primary_school,BONHAM EL,-95.51921320183581,29.68787515
178,primary_school,BONNER EL,-95.261398,29.676315
179,primary_school,BOONE EL,-95.4221409,29.7254898
180,primary_school,BRAEBURN EL,-95.48858124615386,29.69547264615385
181,primary_school,BRIARGROVE EL,-95.49094179349773,29.7492191
182,primary_school,BRIARMEADOW CHARTER,-95.513925,29.725713
183,primary_school,BROOKLINE EL,-95.2776342,29.702507
184,primary_school,BROOKWOOD EL,-95.10681084787413,29.603132
185,primary_school,BROWNING EL,-95.37789143503926,29.79630207360764
186,primary_school,BRUCE EL,-95.3342881,29.8628708
187,primary_school,BUFFALO CREEK EL,-95.52410426184187,29.81997825
188,primary_school,BUNKER HILL EL,-95.11379728641585,29.5608529
189,primary_school,BURBANK EL,-95.37306829144228,29.8448741
190,primary_school,BURNET EL,-95.31857536165407,29.74602645
191,primary_school,BURNETT ELEMENTARY,-95.20146667346938,29.59030363265306
192,primary_school,BURRUS EL,-95.390843,29.816541
193,primary_school,BUSH EL,-95.62546,29.758189
194,primary_school,BUSH EL,-95.5536891189325,29.7011362
195,primary_school,BUSSEY EL,-95.40917970565027,29.92355205
196,primary_school,CAGE EL,-95.33363,29.73553685714286
197,primary_school,CALVERT EL,-95.3579566,29.9469167
198,primary_school,CARAWAY EL,-95.45598817665541,29.87967405
199,primary_school,CARMICHAEL EL,-95.4877938612253,29.92880705
200,primary_school,CARPENTER EL,-95.1451104,29.6817073
201,primary_school,CARRILLO EL,-95.310246,29.7268605
202,primary_school,CARTER ACADEMY,-95.46589781795396,29.9182784
203,primary_school,CEDAR BROOK EL,-95.50355590753085,29.8118474
204,primary_school,CENTRAL CHRISTIAN ACADEMY,-95.5009113877551,29.8136938367347
205,primary_school,CHAMBERS EL,-95.56645986485267,29.698105
206,primary_school,CHANCELLOR EL,-95.57627344212882,29.70965525
207,primary_school,CHRIST THE REDEEMER,-95.6287531,29.9211964
208,primary_school,CHRISTIAN SCHOOL OF NORTHWEST HOUSTON,-95.48805889795918,29.85064006122449
209,primary_school,CIMARRON EL,-95.1912660612245,29.78138216326531
210,primary_school,CLAY ROAD BAPTIST SCHOOL,-95.51649871428572,29.83255534693878
211,primary_school,CLEAR LAKE CITY EL,-95.12025747824276,29.56652581965351
212,primary_school,CLOUD OF LIGHT CHRISTIAN ACADEMY,-95.460888,29.7408042
213,primary_school,CLOVERLEAF EL,-95.17598581446845,29.77673349360438
214,primary_school,CODWELL EL,-95.344649,29.633594
215,primary_school,COLLINS EL,-95.55487022516954,29.7104093
216,primary_school,CONLEY EL,-95.47157993143409,29.94531485
217,primary_school,COOK JR EL,-95.31841942854473,29.82548135337806
218,primary_school,COOP EL,-95.349809,29.85863006122449
219,primary_school,CORNELIUS EL,-95.29342447078064,29.67707827569888
220,primary_school,CORPUS CHRISTI CATHOLIC SCHOOL,-95.44018073469388,29.67516853061225
221,primary_school,COVENANT ACADEMY,-95.6541981,29.9978436
222,primary_school,CREEKSIDE FOREST EL,-95.51346817821761,30.14291775
223,primary_school,CREEKVIEW EL,-95.5445616,30.1407238
224,primary_school,CRESPO EL,-95.28583042244925,29.70059558358744
225,primary_school,CROCKETT EL,-95.37949993877551,29.77375304081633
226,primary_school,CROSBY EL,-95.063598125,29.899556
227,primary_school,CUNAE INTERNATIONAL SCHOOL,-95.5080505,30.1413048
228,primary_school,CUNNINGHAM EL,-95.468194,29.716673
229,primary_school,CYPRESSWOOD EL,-95.3291055,30.0206523
230,primary_school,DANISH EL,-95.59907361346916,29.93222595
231,primary_school,DAVILA EL,-95.2839555970906,29.71449887635719
232,primary_school,DE CHAUMES EL,-95.3769666,29.8611209
233,primary_school,DE ZAVALA EL,-95.28968193877552,29.73726140816327
234,primary_school,DEANDA EL,-95.28059807142857,29.62563564285714
235,primary_school,DEEPWATER EL,-95.16242453768844,29.7077196080402
236,primary_school,DEER PARK EL,-95.1135622,29.6979357
237,primary_school,DEERWOOD EL,-95.17281014967824,30.0562351
238,primary_school,DELORAS E THOMPSON EL,-95.46500545850682,29.96992065
239,primary_school,DOGAN EL,-95.32827648484849,29.78581627272727
240,primary_school,DONNA LEWIS EL,-95.4511683,29.9649477
241,primary_school,DR SHIRLEY J WILLIAMSON EL,-95.17815811265852,29.82094050848052
242,primary_school,DUCHESNE ACADEMY OF THE SACRED HEART,-95.48589454954038,29.777272
243,primary_school,DURHAM EL,-95.41615152040816,29.83476376530612
244,primary_school,DURKEE EL,-95.391274,29.867327
245,primary_school,EAGLE SPRINGS EL,-95.2765094,29.9822231
246,primary_school,ECKERT EL,-95.353329,29.935014
247,primary_school,EDGEWOOD EL,-95.50847581881061,29.81959535
248,primary_school,EHRHARDT EL,-95.52456542924045,30.0384724
249,primary_school,EILAND EL,-95.49169498816941,29.89214185
250,primary_school,ELIM CHRISTIAN SCHOOL,-95.6449252,29.7965844
251,primary_school,ELIOT EL,-95.30609395450912,29.78092848260488
252,primary_school,ELITE STEM PRI ACADEMY,-95.2798129,29.6974529
253,primary_school,ELROD EL,-95.50113265731022,29.6714681
254,primary_school,EMERSON EL,-95.53336635121397,29.72716478327189
255,primary_school,ENERGIZED FOR EXCELLENCE ACADEMY EL,-95.4221409,29.7254898
256,primary_school,EPPS ISLAND EL,-95.49789317687669,29.9155624
257,primary_school,ERMEL EL,-95.49686711691619,29.88505775
258,primary_school,ESCAMILLA EL,-95.3134,29.8914
259,primary_school,ETERNITY CHRISTIAN SCHOOL,-95.4206398,29.915051
260,primary_school,FAIRMONT EL,-95.153261,29.791939
261,primary_school,FAITH CHRISTIAN ACADEMY,-95.185948,29.65620068
262,primary_school,FALCON PASS EL,-95.11076681632653,29.57544134693878
263,primary_school,FIELD EL,-95.39085089795918,29.80074751020408
264,primary_school,FIRST BAPTIST ACADEMY,-94.9824332,29.7607858
265,primary_school,FIRST BAPTIST ACADEMY,-95.45783188877536,29.78176210184036
266,primary_school,FIRST BAPTIST CHRISTIAN ACADEMY,-95.1549112,29.6498995
267,primary_school,FISHER ELEMENTARY,-95.179645,29.668296
268,primary_school,FONDREN EL,-95.4990194,29.627792
269,primary_school,FOSTER EL,-95.22356720045137,30.0425258
270,primary_school,FOSTER EL,-95.36114978571429,29.69172728571429
271,primary_school,FRANCONE EL,-95.5638485,29.9688236
272,primary_school,FRANKLIN EL,-95.29817,29.739082
273,primary_school,FRAZIER EL,-95.22681913333334,29.5880046
274,primary_school,FREEMAN EL,-95.2329175735294,29.64592357352941
275,primary_school,FRENCH EL,-95.50843272234133,30.12947
276,primary_school,FROST EL,-95.3373548446602,29.62088494174757
277,primary_school,G H WHITCOMB EL,-95.128489,29.560331
278,primary_school,GALENA PARK EL,-95.2302123,29.7335616
279,primary_school,GALLEGOS EL,-95.29366614285715,29.73310285714286
280,primary_school,GARCIA EL,-95.34906893616163,29.84888885522204
281,primary_school,GARDEN OAKS MONTESSORI,-95.41290993286266,29.82268917077393
282,primary_school,GARFIELD EL,-95.23069335714285,29.63479457142857
283,primary_school,GARRETT EL,-95.1547833,29.8834615
284,primary_school,GENESIS CHRISTIAN SCHOOL,-95.2853893,29.622653
285,primary_school,GENOA EL,-95.201904,29.62275
286,primary_school,GINGER MCNABB EL,-95.42257243646513,30.05626575
287,primary_school,GLEASON EL,-95.55799894168923,29.90291370457196
288,primary_school,GOLDEN ACRES EL,-95.1617552264151,29.67047958490566
289,primary_school,GOLFCREST EL,-95.29448528832471,29.68922184515339
290,primary_school,GOODMAN EL,-95.42371132537542,29.8966734
291,primary_school,GOUDEAU ACCELERATED PREPARATORY ACADEMY,-95.2599342,29.6016949
292,primary_school,GRACE ACADEMY,-94.96393664334136,29.78875944710576
293,primary_school,GRACE CHRISTIAN ACADEMY,-95.1521393877551,29.57896806122449
294,primary_school,GRACE SCHOOL,-95.55559714285714,29.73995396428571
295,primary_school,GRAY EL,-95.43173453475211,29.9157849
296,primary_school,GREEN VALLEY EL,-95.18867,29.792211
297,primary_school,GREGG EL,-95.309845,29.672341
298,primary_school,GREGORY-LINCOLN ED CTR,-95.385605,29.75679
299,primary_school,GRISSOM EL,-95.454087,29.619843
300,primary_school,GROSS EL,-95.52793181944563,29.6391406
301,primary_school,H M CARROLL EL,-95.21345291273248,29.85541710586552
302,primary_school,HAIRGROVE EL,-95.6173502,29.782079
303,primary_school,HANCOCK EL,-95.5565032,29.9680341
304,primary_school,HARMONY SCHOOL OF ENDEAVOR-HOUSTON,-95.4825354,29.8658292
305,primary_school,HARMONY SCHOOL OF ENRICHMENT - HOUSTON,-95.5578226,29.6610592
306,primary_school,HARMONY SCHOOL OF EXCELLENCE-HOUSTON,-95.5469318,29.949285
307,primary_school,HARMONY SCHOOL OF EXPLORATION- HOUSTON,-95.5578226,29.6610592
308,primary_school,HARMONY SCHOOL OF FINE ARTS AND TECHNOLOGY-HOUSTON,-95.4186082,29.7273064
309,primary_school,HARMONY SCHOOL OF SCIENCE-HOUSTON,-95.47726806122449,29.67664324489796
310,primary_school,HARMONY SCIENCE ACADEMY - CYPRESS,-95.5578226,29.6610592
311,primary_school,HARRIS EL,-95.45419289536402,29.86799215
312,primary_school,HARRIS R P EL,-95.22138842581629,29.76910935
313,primary_school,HARTSFIELD EL,-95.34309488324622,29.69390589485185
314,primary_school,HARVARD EL,-95.39621644897959,29.7854617755102
315,primary_school,HARVEY S BROWN EL,-95.262272,29.792054
316,primary_school,HAUDE EL,-95.5610531,30.00661
317,primary_school,HEFLIN EL,-95.61819900584418,29.72282975
318,primary_school,HELMS EL,-95.4064406365234,29.80532735
319,primary_school,HENDERSON J EL,-95.319688,29.722256
320,primary_school,HENDERSON N EL,-95.321212,29.768632
321,primary_school,HERITAGE EL,-95.45480498573156,29.96325475
322,primary_school,HEROD EL,-95.48734444999322,29.68407877263194
323,primary_school,HERRERA EL,-95.36635907294759,29.82229405
324,primary_school,HIDDEN HOLLOW EL,-95.1830308806947,30.0736337
325,primary_school,HIGHLAND HTS EL,-95.42090798137056,29.85002029744405
326,primary_school,HILL EL,-95.3057687,29.891057
327,primary_school,HILLIARD EL,-95.26959188991384,29.8366588498637
328,primary_school,HOBBY EL,-95.43768116199058,29.63585799085047
329,primary_school,HOLBROOK EL,-95.49859037805871,29.85735995
330,primary_school,HOLLIBROOK EL,-95.50778166091165,29.82645895
331,primary_school,HOLY GHOST CATHOLIC SCHOOL,-95.4779925,29.7638319
332,primary_school,HOLY TRINITY EPISCOPAL SCHOOL OF GREATER HOUSTON,-95.2116771,29.9333709
333,primary_school,HORN EL,-95.45245257394404,29.69323752864955
334,primary_school,HORNE EL,-95.4825354,29.8658292
335,primary_school,HOUSMAN EL,-95.46988589381425,29.8003778
336,primary_school,HOUSTON GATEWAY ACADEMY,-95.2901635,29.7144329
337,primary_school,HOUSTON GATEWAY ACADEMY - CORAL CAMPUS,-95.28852410204081,29.71638589795919
338,primary_school,HOUSTON GATEWAY ACADEMY INC ELITE COLLEGE PREP,-95.186697,30.083475
339,primary_school,HOUSTON PEACE ACADEMY,-95.5619352612785,30.00820642928377
340,primary_school,HOUSTON QURAN ACADEMY,-95.70441177777778,29.75909311111111
341,primary_school,HOYLAND EL,-95.43398949407782,29.9797007
342,primary_school,HUMBLE CHRISTIAN SCHOOL,-95.26507,29.961848
343,primary_school,HUMBLE EL,-95.27300006519103,30.0116906
344,primary_school,I T HOLLEMAN EL,-95.92391605514116,30.06727165
345,primary_school,ILM ACADEMY,-95.54899640441177,29.79059133823529
346,primary_school,ILTEXAS HOUSTON OREM EL,-95.290545,29.6270767
347,primary_school,ILTEXAS HOUSTON WINDMILL LAKES EL,-95.2404016381092,29.62620898578235
348,primary_school,ILTEXAS KATY EL,-95.8110591,29.8016863
349,primary_school,ILTEXAS WESTPARK EL,-95.5443545,29.7050343
350,primary_school,ISAACS EL,-95.31860306060605,29.79423275757576
351,primary_school,JACINTO CITY EL,-95.29712,29.764256
352,primary_school,JACK & SHARON RHOADS EL,-95.799349,29.8314035
353,primary_school,JACK M FIELDS SR EL,-95.2624391296795,29.96663515
354,primary_school,JAMES B HAVARD EL,-95.262272,29.792054
355,primary_school,JANOWSKI EL,-95.37071708908664,29.83015855
356,primary_school,JAPANESE EDUCATIONAL INSTITUTE,-95.60881534080094,29.75421340520706
357,primary_school,JEFFERSON EL,-95.36970888617886,29.80526560162602
358,primary_school,JENSEN EL,-95.17491925531915,29.65972446808511
359,primary_school,JESSUP EL,-95.250048,29.627174
360,primary_school,JOAN LINK EL,-95.46366693873755,29.9551762
361,primary_school,JOHN F WARD EL,-95.13752689795919,29.5826736122449
362,primary_school,JOHN WINSHIP EL,-95.40184493895876,30.07018715
363,primary_school,JONES EL,-95.293267,30.0147004
364,primary_school,JP DABBS EL,-95.1228269387755,29.6690946122449
365,primary_school,KAISER EL,-95.49379409187377,29.9726072
366,primary_school,KARDIA CHRISTIAN ACADEMY,-95.4349573,30.0751523
367,primary_school,KASHMERE GARDENS EL,-95.3171366969697,29.80495380808081
368,primary_school,KATY ADVENTIST CHRISTIAN SCHOOL,-95.81998977551021,29.79976167346939
369,primary_school,KELSO EL,-95.334133,29.682863
370,primary_school,KENNEDY EL,-95.394418,29.835633
371,primary_school,KENNEDY EL,-95.6021459530858,29.6715646
372,primary_school,KETELSEN EL,-95.363686,29.780744
373,primary_school,KIDS R KIDS #35 TX LAKESHORE,-95.16917777809098,29.96037603382094
374,primary_school,KINGWOOD MONTESSORI SCHOOL,-95.17114144897958,30.07240387755102
375,primary_school,KIPP CONNECT HOUSTON PRI,-95.5443545,29.7050343
376,primary_school,KIPP EXPLORE ACADEMY,-95.321299,29.727665
377,primary_school,KIPP LEGACY PREPARATORY,-95.262280814433,29.8524009072165
378,primary_school,KIPP SHARP PREP,-95.51136521132825,29.72476910129518
379,primary_school,KIPP ZENITH ACADEMY,-95.36838,29.641997
380,primary_school,KIRK EL,-95.59529852234884,29.8499712
381,primary_school,KLENK EL,-95.50617687846852,29.956678
382,primary_school,KOLTER EL,-95.46773702028202,29.67481652248531
383,primary_school,KREINHOP EL,-95.4315091,29.8856754
384,primary_school,KRUSE EL,-95.2636785,29.6840449
385,primary_school,KUJAWA EL,-95.49313756506169,29.9234095
386,primary_school,L E MONAHAN EL,-95.2045196,29.8595818
387,primary_school,LAKELAND EL,-95.25267563569437,29.98988945
388,primary_school,LAMKIN EL,-95.6541981,29.9978436
389,primary_school,LANDIS EL,-95.56166610460609,29.68571325
390,primary_school,LANTRIP EL,-95.2853893,29.622653
391,primary_school,LAURA WELCH BUSH EL,-95.2507591,29.6152692
392,primary_school,LAW EL,-95.364892,29.628144
393,primary_school,LEE EL,-95.6024899,29.86428565
394,primary_school,LEGACY ACADEMY - CHRISTIAN UNIVERSITY-MODEL SCHOOL,-94.692547,32.523909
