1171521533,1171521536,0
7159867223,1171521536,0
7159867201,1171521536,0
7159824678,1171521536,0
6112297664,1182793740,0
1171521524,1171521565,0
6103066672,31719476,0
4871937149,3665428567,0
4024172641,4024172638,0
6801169736,3665428578,0
3665428593,3665428578,0
6432400149,3665428581,0
3665428584,3665428581,0
3665428586,3665428584,0
3665430634,3665428584,0
6432400139,3665428586,0
3665428605,3665428592,0
289905134,418513024,0
6105202888,418513030,0
6106813321,251527308,0
7416053918,7416053901,0
6102517139,418513039,0
251532822,251527314,0
360897542,251527314,0
2759855075,251527314,0
360898173,251527314,0
7416053936,7416053930,0
6652662677,7416053943,0
1650875408,31809014,0
7416053960,7416053956,0
6105202892,6105202889,0
6105197382,6105202888,0
6105202905,6105202896,0
7234515850,6105202898,0
6105202904,6105202898,0
1620866221,6105202899,0
6105202904,6105202902,0
6105202904,6105202903,0
7244621932,6105202905,0
171506884,6105202905,0
6105202912,6105202909,0
7244621933,6105202909,0
4416998186,6105202915,0
6105202914,6105202915,0
6105202918,6105202917,0
7793458501,6105202920,0
7291021350,6105202921,0
171506832,7416053994,0
7373876049,6105202923,0
6652422070,6105202922,0
297889282,6105202926,0
6652662684,7416053999,0
2431634840,6105202928,0
6105202940,292830130,0
6112820848,251527429,0
360897542,251527429,0
360897540,251527429,0
7393609827,5564924183,0
7218266402,7218266401,0
7194785441,31064354,0
7194785470,31064354,0
31064366,31064362,0
6200352514,31064362,0
31064365,31064362,0
7194785448,31064362,0
31064366,31064363,0
6200352514,31064363,0
7194785441,31064365,0
7194810098,31064368,0
1166225949,31064372,0
6157670784,31064373,0
7165144615,31064373,0
31064379,1173692807,0
251371645,31064379,0
1918365029,31064381,0
5581793782,5038670144,0
5006931860,31064383,0
6112551498,31064384,0
1173692918,31064391,0
6102160146,31064391,0
7183386626,31064418,0
6103975093,31064419,0
6923468337,31064419,0
31064420,2434517342,0
7436652251,7403733349,0
2604183926,31064426,0
5431207309,6433669488,0
5038670225,5038670204,0
4948661562,31064449,0
31064450,31064449,0
31149853,31064449,0
4881069675,31064449,0
1913649871,31064456,0
4948662235,31064456,0
4948661613,31064456,0
31064457,4945175244,0
31064457,2168321446,0
7161382832,31064457,0
4945175243,31064457,0
7194178010,31064461,0
2376894455,31064461,0
1166225970,31064461,0
31102796,31064461,0
291175095,5038670225,0
6393346135,5038670225,0
31720623,5038670226,0
291164338,5038670226,0
6433669523,5431207309,0
6433701703,6433669523,0
31064472,2438222781,0
700508645,31064472,0
7183547833,31064473,0
511969030,31064473,0
1099181321,31064479,0
5109153336,1171390899,0
4373599218,31064504,0
108061414,108062032,0
6113537682,31064511,0
5042733503,5042733506,0
251988331,4440719827,0
6104787384,31064533,0
6104787328,31064534,0
6895076467,31064536,0
1377463598,31064537,0
7361602018,7793541588,0
7205313371,7793541588,0
2142225758,31064541,0
1377463598,31064541,0
6102389084,31064543,0
6170083820,6170083803,0
4373601656,31064548,0
1156259088,31064548,0
6102389022,31064553,0
2142226220,31064553,0
31064557,2047568962,0
6102389044,31064557,0
32456921,31064557,0
1151944116,31064557,0
6170083824,6170083821,0
6102389039,31064560,0
1178736225,31064560,0
4561043956,4556184575,0
7198983636,4561043956,0
3339075761,4561043956,0
4561043959,4561043958,0
4556184576,4561043958,0
6112588850,4561043960,0
31813130,1172439545,0
6112588849,4561043963,0
1648133380,31064574,0
4837967336,31719941,0
6102675032,31064594,0
157286934,6106019177,0
7619136571,1597112852,0
1597112877,1597112854,0
7619136569,1597112854,0
6106019191,157286941,0
1190763779,1173750303,0
120135626,31064612,0
377744803,31719975,0
31064617,7183389572,0
7183547836,31064617,0
7278643015,1597112877,0
5581818452,5038670383,0
5581793924,5038670383,0
31064623,7187373233,0
31064624,6103975172,0
31064624,7183523054,0
7178637907,31064624,0
7159750386,31064631,0
31064635,5914843371,0
7196415663,31064642,0
7196415526,31064642,0
7196337281,31064643,0
7196398569,31064643,0
7196415598,31064643,0
7196398565,31064643,0
31064645,7393538535,0
7393538534,31064645,0
7393538532,31064645,0
7393538533,31064645,0
7194237322,31064647,0
7194237352,31064647,0
6106784868,31064647,0
1167731166,1172439626,0
6112297656,1172439626,0
31064653,7159750401,0
31064653,7159750402,0
6157673289,31064656,0
31064656,7192172140,0
7393538530,31064656,0
7165144603,31064664,0
31064664,7165144605,0
7165144602,31064664,0
7159750408,31064665,0
31064665,7159750409,0
7159750407,31064665,0
31064667,5317131190,0
7196771982,31064667,0
6777728491,31064667,0
31064668,7187373225,0
7187373223,31064668,0
7178637914,31064669,0
7183523068,31064669,0
6112588829,31064674,0
6112297837,31064677,0
31064677,1175768242,0
251517680,31064678,0
