osmid,from_
5017072867,5017072867.0
1166260446,1166260446.0
6573512674,6573512674.0
6573602234,6573602234.0
7365883228,7365883228.0
6101964685,6101964685.0
104524384,104524384.0
1182204473,1182204473.0
1182204488,1182204488.0
104565969,104565969.0
5863504229,5863504229.0
4757157309,4757157309.0
4757157309,4757157309.0
4757157316,4757157316.0
4757170638,4757170638.0
927535223,927535223.0
324827221,324827221.0
324826897,324826897.0
927535223,927535223.0
927533450,927533450.0
251524985,251524985.0
3986981028,3986981028.0
1182057065,1182057065.0
667449233,667449233.0
7260179324,7260179324.0
100306712,100306712.0
1185013846,1185013846.0
7260179324,7260179324.0
667449262,667449262.0
1182057282,1182057282.0
6549097238,6549097238.0
5766987133,5766987133.0
1173256151,1173256151.0
252538771,252538771.0
3546085344,3546085344.0
2427875211,2427875211.0
249788206,249788206.0
249788514,249788514.0
324828150,324828150.0
4680874379,4680874379.0
2594875399,2594875399.0
1190971394,1190971394.0
4680874383,4680874383.0
6329859224,6329859224.0
4851093653,4851093653.0
251382131,251382131.0
182912546,182912546.0
5797131248,5797131248.0
184132013,184132013.0
2140961497,2140961497.0
5797131164,5797131164.0
2140961503,2140961503.0
5797131179,5797131179.0
2140961504,2140961504.0
5797131167,5797131167.0
2140961506,2140961506.0
184132212,184132212.0
2140961514,2140961514.0
184132013,184132013.0
2140961541,2140961541.0
184132212,184132212.0
2140961559,2140961559.0
2134607847,2134607847.0
182912546,182912546.0
251525496,251525496.0
324828191,324828191.0
4826250627,4826250627.0
4059069520,4059069520.0
4059069520,4059069520.0
4059069517,4059069517.0
4059069517,4059069517.0
6982127713,6982127713.0
4059069520,4059069520.0
4766754265,4766754265.0
4087437592,4087437592.0
184099943,184099943.0
5797131246,5797131246.0
1182108251,1182108251.0
184131578,184131578.0
7196415646,7196415646.0
100359070,100359070.0
100359068,100359068.0
251387389,251387389.0
3986981031,3986981031.0
5164566815,5164566815.0
7443774899,7443774899.0
1185505260,1185505260.0
100315982,100315982.0
100319374,100319374.0
1181815150,1181815150.0
1181815100,1181815100.0
6853001641,6853001641.0
1181815100,1181815100.0
1181815150,1181815150.0
100323643,100323643.0
6872435556,6872435556.0
182890049,182890049.0
305588391,305588391.0
2141018369,2141018369.0
4666272540,4666272540.0
4380523478,4380523478.0
5690025658,5690025658.0
4380523478,4380523478.0
7333774140,7333774140.0
1181711375,1181711375.0
1181711375,1181711375.0
100314678,100314678.0
100314675,100314675.0
5059439243,5059439243.0
6100779954,6100779954.0
6112587650,6112587650.0
6100779969,6100779969.0
6100779970,6100779970.0
251526490,251526490.0
6100780104,6100780104.0
249789214,249789214.0
249789440,249789440.0
249789372,249789372.0
6100780113,6100780113.0
4132472421,4132472421.0
4132486655,4132486655.0
4139638856,4139638856.0
4132472421,4132472421.0
4132486656,4132486656.0
104576908,104576908.0
4132486665,4132486665.0
1173129065,1173129065.0
1173128977,1173128977.0
249789189,249789189.0
249789248,249789248.0
249788987,249788987.0
30487229,30487229.0
