,id_orig,base_supermarket,base_medical_clinic,base_primary_school,mean_supermarket,mean_medical_clinic,mean_primary_school,95_supermarket,95_medical_clinic,95_primary_school,5_supermarket,5_medical_clinic,5_primary_school,isolated_medical_clinic,isolated_primary_school,isolated_supermarket,total_pop,white,indigenous,asian,polynesian,latino,african_american
26,7024196,9690.7,7890.8,8167.5,16236.173100000022,15577.711500000034,15587.086500000038,24970.31,22931.0,22200.635,10054.7,7890.8,8167.5,False,False,False,165,150,18,9,9,0,
27,7024197,9251.1,7451.2,7727.9,15800.016700000006,15141.373700000007,15150.748100000013,24530.71,22491.399999999998,21761.034999999996,9615.1,7451.2,7727.9,False,False,False,120,117,9,0,0,0,
28,7024198,9988.6,8188.7,8465.4,16530.105700000004,15871.851500000008,15881.2273,25268.21,23228.899999999998,22498.534999999996,10352.6,8188.7,8465.4,False,False,False,180,165,9,6,6,0,
29,7024199,9077.9,7278.0,7554.7,15626.819099999997,14968.17689999998,14977.556199999957,24357.605,22318.199999999997,21587.835,9441.9,7278.0,7554.7,False,False,False,111,105,3,6,0,0,
30,7024200,9457.7,7657.8,7934.4,16006.55009999999,15347.908100000042,15357.275899999995,24737.305,22697.899999999998,21967.535,9821.6,7657.8,7934.4,False,False,False,207,186,18,9,6,6,
31,7024204,12112.3,10312.4,10589.1,18645.20549999998,17987.40439999998,17996.78450000001,27391.91,25352.505,24622.14,12476.3,10312.4,10589.099999999999,False,False,False,204,192,27,3,0,0,
32,7024205,11082.7,9282.7,9559.4,17624.832199999997,16966.53340000001,16975.91449999998,26362.305,24322.899999999998,23592.534999999996,11446.6,9282.7,9559.4,False,False,False,105,84,24,3,3,0,
33,7024206,12151.7,10351.8,10628.5,18676.0104,18018.66130000002,18028.042300000023,27431.31,25391.904999999995,24661.54,12515.7,10351.8,10628.5,False,False,False,201,183,21,3,6,0,
34,7024207,10518.0,8718.1,8994.8,17050.915900000018,16393.114299999976,16402.494100000044,25797.61,23758.3,23027.934999999998,10882.0,8718.1,8994.8,False,False,False,225,195,45,12,6,0,
35,7024208,11276.0,9476.1,9752.8,17810.00600000001,17152.14749999998,17161.526600000052,26555.61,24516.3,23785.934999999998,11640.0,9476.1,9752.8,False,False,False,156,141,21,3,15,0,
36,7024209,11340.5,9540.6,9817.3,17869.81510000001,17212.20449999996,17221.57500000004,26620.11,24580.8,23850.434999999998,11704.5,9540.6,9817.3,False,False,False,207,174,33,3,18,0,
37,7024210,11412.6,9612.7,9889.4,17936.306099999994,17278.983500000017,17288.363699999976,26692.305,24652.899999999998,23922.534999999996,11776.6,9612.7,9889.4,False,False,False,150,129,12,3,15,0,
38,7024211,11394.3,9594.4,9871.1,17913.10139999997,17256.0426,17265.4234,26673.909999999996,24634.6,23904.14,11758.3,9594.4,9871.1,False,False,False,126,114,12,15,0,3,
39,7024212,9961.4,8161.5,8438.2,16510.28169999997,15851.640799999985,15861.020599999973,25241.009999999995,23201.699999999993,22471.335000000003,10325.4,8161.5,8438.2,False,False,False,165,141,33,9,6,0,
40,7024213,10252.6,8452.7,8729.4,16796.54140000004,16138.159099999999,16147.540399999978,25532.209999999995,23492.804999999997,22762.44,10616.6,8452.7,8729.4,False,False,False,195,183,27,9,3,0,
41,7024214,9868.8,8068.9,8345.6,16417.35329999999,15758.729900000033,15768.103999999976,25148.41,23109.1,22378.734999999997,10232.8,8068.9,8345.6,False,False,False,162,150,21,0,3,0,
42,7024215,10078.6,8278.7,8555.4,16620.58239999999,15962.299400000013,15971.679999999991,25358.305,23318.899999999998,22588.534999999996,10442.6,8278.7,8555.4,False,False,False,102,90,15,9,0,0,
43,7024216,10130.5,8330.6,8607.2,16678.982600000032,16020.35669999995,16029.729599999975,25410.105,23370.699999999997,22640.335,10494.4,8330.6,8607.2,False,False,False,207,177,27,12,0,0,
44,7024217,9472.8,7672.8,7949.5,16021.638899999993,15362.98360000002,15372.366800000036,24752.405,22713.0,21982.635,9836.7,7672.8,7949.5,False,False,False,18,12,3,3,0,0,
45,7024218,9299.8,7499.9,7776.6,15848.729599999993,15190.080300000029,15199.460899999991,24579.504999999997,22540.1,21809.734999999997,9663.8,7499.9,7776.6,False,False,False,123,114,12,3,0,0,
46,7024219,9742.7,7942.7,8219.4,16282.776699999986,15624.585100000015,15633.968299999991,25022.305,22982.899999999998,22252.534999999996,10106.6,7942.7,8219.4,False,False,False,99,84,12,9,0,0,
47,7024220,9302.7,7502.8,7779.5,15829.064900000021,15171.608700000026,15180.988700000014,24582.31,22543.0,21812.635,9666.7,7502.8,7779.5,False,False,False,171,150,21,3,6,3,
48,7024221,9451.1,7651.2,7927.9,15999.998100000013,15341.3525,15350.724499999984,24730.71,22691.399999999994,21961.034999999996,9815.1,7651.2,7927.9,False,False,False,99,90,24,9,0,0,
49,7024222,9976.6,8176.7,8453.4,16525.53039999999,15866.880200000012,15876.260699999992,25256.305,23216.899999999994,22486.534999999996,10340.600000000002,8176.7,8453.4,False,False,False,159,144,12,3,6,0,
50,7024223,8957.8,7157.9,7434.6,15506.729299999992,14848.078400000033,14857.460099999993,24237.504999999997,22198.1,21467.734999999997,9321.8,7157.9,7434.6,False,False,False,186,177,12,0,0,0,
51,7024224,8718.9,6919.0,7195.7,15267.805699999992,14609.164799999986,14618.53539999995,23998.51,21959.199999999997,21228.835,9082.9,6919.0,7195.7,False,False,False,252,222,39,9,15,0,
52,7024225,9089.2,7289.3,7566.0,15638.07300000002,14979.431400000036,14988.81160000001,24368.809999999998,22329.404999999995,21599.039999999997,9453.2,7289.3,7566.0,False,False,False,153,135,18,12,0,0,
53,7024226,8122.4,6322.4,6599.1,14671.239699999993,14012.585600000026,14021.96739999999,23402.004999999997,21362.6,20632.234999999997,8486.3,6322.4,6599.1,False,False,False,240,204,12,3,21,0,
54,7024227,9280.3,7480.4,7757.1,15829.21869999999,15170.57620000003,15179.955699999991,24560.004999999997,22520.6,21790.234999999997,9644.3,7480.4,7757.1,False,False,False,159,141,9,15,0,0,
55,7024228,8967.8,7167.9,7444.6,15516.672199999963,14858.029699999997,14867.409200000002,24247.41,22208.005,21477.64,9331.8,7167.9,7444.6,False,False,False,114,114,9,0,6,0,
56,7024229,8827.4,7027.5,7304.2,15376.280599999973,14717.640499999983,14727.020099999974,24107.01,22067.699999999997,21337.335,9191.4,7027.5,7304.2,False,False,False,177,159,21,0,6,0,
57,7024230,8249.8,6449.9,6726.6,14798.708199999983,14140.066300000031,14149.44109999998,23529.409999999996,21490.1,20759.735,8613.8,6449.9,6726.6,False,False,False,201,189,18,3,6,3,
58,7024243,12148.5,10348.6,10625.3,18667.158500000034,18010.109299999996,18019.475200000044,27428.105,25388.704999999994,24658.340000000004,12512.5,10348.6,10625.3,False,False,False,123,108,15,3,0,3,
59,7024244,11718.3,9918.4,10195.1,18236.639300000003,17579.600500000026,17588.980799999994,26998.004999999997,24958.6,24228.234999999997,12082.3,9918.4,10195.1,False,False,False,162,138,21,6,6,3,
60,7024245,12315.5,10515.6,10792.3,18834.168900000015,18177.116299999998,18186.496600000068,27595.109999999997,25555.704999999994,24825.34,12679.5,10515.6,10792.3,False,False,False,153,141,15,6,0,0,
61,7024246,12813.2,11013.2,11289.9,19331.83030000001,18674.76700000001,18684.148399999955,28092.805,26053.399999999998,25323.034999999996,13177.1,11013.2,11289.9,False,False,False,165,159,15,3,0,0,
62,7024247,13637.3,11837.4,12114.1,20122.60710000003,19467.311999999998,19476.68249999999,28916.91,26877.6,26147.234999999997,14001.3,11837.4,12114.1,False,False,False,108,90,18,9,0,0,
63,7024248,14448.1,12648.2,12924.9,20933.37909999999,20278.086699999996,20287.466599999912,29727.71,27688.399999999994,26957.94,14812.1,12648.2,12924.9,False,False,False,171,159,18,12,0,0,
64,7024249,14444.0,12644.1,12920.8,20929.262100000054,20273.971400000013,20283.337400000026,29723.605,27684.204999999998,26953.84,14808.0,12644.1,12920.8,False,False,False,201,186,12,12,3,3,
65,7024250,14494.0,12694.1,12970.8,20979.3174,20324.02289999999,20333.402600000034,29773.704999999998,27734.299999999996,27003.935,14858.0,12694.1,12970.8,False,False,False,267,231,30,21,6,0,
66,7024251,15001.5,13201.6,13478.2,21503.66120000006,20847.47330000003,20856.846399999977,30281.105,28241.699999999993,27511.335000000003,15365.4,13201.6,13478.2,False,False,False,210,192,21,6,9,0,
67,7024252,15125.5,13325.6,13602.3,21619.397900000036,20963.648500000025,20973.02820000009,30405.109999999997,28365.704999999994,27635.34,15489.5,13325.6,13602.3,False,False,False,198,192,9,0,0,0,
68,7024253,15073.3,13273.3,13550.0,21567.16860000002,20911.40689999999,20920.791200000065,30352.905,28313.499999999996,27583.135000000002,15437.2,13273.3,13550.0,False,False,False,117,111,12,0,0,0,
69,7024254,15207.1,13407.2,13683.9,21701.01439999999,21045.267499999994,21054.643599999905,30486.71,28447.399999999998,27717.034999999996,15571.099999999999,13407.2,13683.9,False,False,False,159,153,18,3,0,0,
70,7024255,13401.7,11601.8,11878.5,19926.03519999997,19268.682000000033,19278.05410000007,28681.309999999998,26641.999999999996,25911.635,13765.7,11601.8,11878.5,False,False,False,183,171,18,6,3,0,
71,7024256,13012.3,11212.4,11489.1,19536.60629999999,18879.25689999997,18888.636700000014,28291.91,26252.505,25522.14,13376.3,11212.4,11489.1,False,False,False,258,228,33,6,6,3,
72,7024257,12711.3,10911.4,11188.1,19235.631000000027,18578.27739999999,18587.649500000014,27990.909999999996,25951.6,25221.235,13075.3,10911.4,11188.1,False,False,False,75,72,0,0,3,0,
73,7024258,13222.6,11422.7,11699.4,19746.9325,19089.58100000001,19098.95149999992,28502.21,26462.899999999998,25732.535,13586.6,11422.7,11699.4,False,False,False,204,180,18,6,3,0,
74,7024259,12990.1,11190.2,11466.9,19514.4582,18857.10170000001,18866.48119999995,28269.805,26230.399999999998,25500.034999999996,13354.1,11190.2,11466.9,False,False,False,132,120,12,0,9,0,
75,7024260,12694.3,10894.4,11171.0,19218.584199999983,18561.237399999973,18570.604300000046,27973.905,25934.499999999996,25204.14,13058.3,10894.4,11171.0,False,False,False,129,120,6,3,3,0,
76,7024261,12815.7,11015.8,11292.5,19339.99450000001,18682.64750000003,18692.013999999956,28095.305,26055.905,25325.539999999997,13179.7,11015.8,11292.5,False,False,False,195,189,12,3,0,0,
77,7024262,12931.8,11131.8,11408.5,19456.071399999997,18798.710599999995,18808.09310000006,28211.405,26171.999999999996,25441.635000000002,13295.7,11131.8,11408.5,False,False,False,114,96,15,6,0,3,
78,7024263,12199.3,10399.4,10676.1,18723.640100000022,18066.290900000018,18075.66219999999,27478.909999999996,25439.6,24709.235,12563.3,10399.4,10676.1,False,False,False,135,117,24,3,0,0,
79,7024264,12970.0,11170.0,11446.7,19494.265700000033,18836.90690000001,18846.287599999974,28249.605,26210.199999999997,25479.835,13333.9,11170.0,11446.7,False,False,False,114,105,21,0,0,0,
80,7024265,12353.9,10554.0,10830.7,18878.216700000004,18220.867899999997,18230.246599999962,27633.509999999995,25594.199999999993,24863.835,12717.9,10554.0,10830.7,False,False,False,120,108,21,3,6,0,
81,7024266,12417.2,10617.3,10894.0,18941.49490000001,18284.148400000027,18293.514499999947,27696.805,25657.404999999995,24927.039999999997,12781.2,10617.3,10894.0,False,False,False,171,126,33,15,18,3,
82,7024267,9938.6,8138.7,8415.4,16487.517500000005,15828.874500000005,15838.253799999997,25218.209999999995,23178.899999999994,22448.534999999996,10302.6,8138.7,8415.4,False,False,False,81,75,9,3,0,0,
83,7024268,10489.9,8690.0,8966.6,17038.748799999983,16380.100800000011,16389.47429999999,25769.504999999997,23730.1,22999.735,10853.8,8690.0,8966.6,False,False,False,42,39,3,0,0,0,
84,7024272,14333.8,12533.9,12810.6,20819.130799999974,20163.8285,20173.208699999985,29613.504999999997,27574.1,26843.734999999997,14697.8,12533.9,12810.6,False,False,False,144,126,21,3,3,0,
85,7024273,14517.2,12717.3,12994.0,21002.500099999976,20347.200500000028,20356.572400000063,29796.81,27757.5,27027.135000000002,14881.2,12717.3,12994.0,False,False,False,138,138,6,0,0,0,
86,7024274,14244.6,12444.7,12721.4,20768.886399999985,20111.545599999983,20120.91319999999,29524.204999999998,27484.805,26754.44,14608.6,12444.7,12721.4,False,False,False,183,168,24,3,0,0,
87,7024276,15638.0,13838.1,14114.8,22162.34499999999,21504.994899999987,21514.37050000004,30917.61,28878.3,28147.934999999998,16002.0,13838.1,14114.8,False,False,False,153,129,30,0,6,3,
88,7024277,15414.4,13614.5,13891.2,21938.695499999976,21281.349300000005,21290.724999999962,30694.004999999997,28654.605,27924.239999999998,15778.4,13614.5,13891.2,False,False,False,174,150,33,3,3,0,
89,7024278,15854.4,14054.5,14331.2,22378.742699999984,21721.39270000003,21730.767699999986,31134.009999999995,29094.699999999997,28364.335000000003,16218.4,14054.5,14331.2,False,False,False,129,123,9,3,3,0,
90,7024279,5114.6,3314.7,3247.6,12856.732172995804,11999.661392405049,12033.47099156115,24005.059999999994,22211.235,21489.729999999996,5721.475,3314.7,3247.6000000000004,False,False,False,195,183,33,3,6,0,
91,7024280,5094.0,3294.1,3227.0,12572.894534412922,11580.686943319852,11454.32641700408,24061.795,23601.625,22303.0,5610.5599999999995,3296.4,3229.3,False,False,False,180,162,15,3,3,0,
92,7024281,5149.4,3349.5,3282.4,12646.338477366246,11523.12386831275,11599.69475308645,24152.37999999998,23626.469999999994,22433.139999999985,5689.42,3349.5,3282.4,False,False,False,96,78,12,3,3,6,
93,7024282,8184.4,6384.5,6317.4,17813.364634146365,17095.13333333332,16991.728184281877,30263.91,30821.3,27666.139999999996,9333.5,6470.6,7484.8,False,False,False,201,183,27,3,6,0,
94,7024283,7086.5,5286.6,3965.5,,,,,,,,,,True,True,True,147,144,15,0,0,0,
95,7024284,3908.4,3780.3,3431.2,11127.339090909067,10915.809545454544,9889.904072398189,23803.70499999999,23404.734999999993,21403.2,3908.4,3780.3,3431.2,False,False,False,201,186,15,9,0,3,
96,7024285,10277.0,8477.1,7455.4,18102.935900000022,17188.647900000033,16820.178299999945,30001.814999999995,29722.649999999998,28194.265,11201.9,9741.8,7455.4,False,False,False,129,102,15,15,3,3,
97,7024286,6691.9,6408.8,4122.4,14842.50931899646,14609.182616487446,13364.423076923094,27604.92,26674.774999999998,25332.160000000003,6691.9,6408.8,4122.4,False,False,False,201,180,24,3,6,0,
98,7024287,6467.3,6184.2,3897.8,14617.921326164838,14384.594086021514,13139.83452593915,27380.319999999996,26450.26,25107.56,6467.3,6184.2,3897.8,False,False,False,156,138,21,15,12,3,
99,7024288,6112.1,5984.0,4383.0,14351.309497206701,13447.116759776536,12888.76991643453,26803.839999999993,26455.079999999994,24580.87,6112.1,5984.0,4383.0,False,False,False,156,150,24,3,3,0,
100,7024289,8486.4,7891.4,5605.0,16480.7315,15567.425000000047,15172.591399999987,28412.41999999999,28149.524999999998,26898.0,9351.5,7891.4,5605.0,False,False,False,90,87,3,0,3,0,
101,7024290,9674.1,9079.1,6792.6,17605.93379999996,16701.505999999958,16293.721599999997,29752.459999999995,29203.9,27584.91999999998,10539.2,9079.1,6792.6,False,False,False,0,0,0,0,0,0,
102,7024291,4846.5,5026.8,4575.9,12948.192134831477,11607.466891891887,10649.713747228403,26461.29999999998,25610.855,23072.05,4846.5,5026.8,4575.9,False,False,False,72,66,3,3,0,0,
103,7024292,552.2,414.7,2884.9,552.2000000000055,414.70000000000726,6749.749378882005,552.2,414.7,12242.3,552.2,414.7,2884.9,False,False,False,0,0,0,0,0,0,
104,7024294,8366.1,8298.6,3737.0,10768.117297850555,9677.615455475923,6552.935926305023,14063.359999999999,12933.2,10585.1,8366.1,8204.5,3998.4,False,False,False,90,81,6,6,0,0,
105,7024295,12219.1,11665.0,10430.6,,,,,,,,,,True,True,True,108,93,0,9,0,0,
106,7024296,783.1,3510.5,2866.2,3741.3418760469162,6486.435966386556,5067.172268907573,11572.979999999998,10928.849999999999,9378.220000000001,783.1,3630.7,3020.6000000000004,False,False,False,54,48,9,6,0,3,
107,7024297,2888.5,3957.7,2687.2,7247.1884769539165,9205.728456913814,6816.021242484996,15686.349999999999,14438.8,13126.865,3029.5,5720.705,2687.2,False,False,False,120,99,24,9,0,0,
108,7024298,1142.5,2890.4,417.3,4365.000200400804,6367.147294589182,3243.4178356713173,11587.63,9606.695,8836.255,1283.5,3284.39,417.3,False,False,False,81,66,0,15,0,0,
109,7024299,1413.4,2435.1,717.2,4341.995991983969,6004.858416833666,3384.2474949900025,11001.634999999997,9832.045,8590.325,1554.4,3138.02,717.2,False,False,False,141,120,18,9,6,6,
110,7024300,2767.4,2919.0,1898.7,7027.322963800925,9103.847570621474,6407.0214446952505,14104.919999999984,12861.32,12549.775000000001,2908.4,4449.72,2107.1,False,False,False,117,93,9,12,3,9,
111,7024301,1777.8,2107.0,1713.1,5561.308216432849,7211.359719438877,4468.051903807623,12417.919999999987,10738.78,10010.534999999998,2550.3,3380.4,1713.1,False,False,False,150,114,0,30,0,9,
112,7024302,1884.8,2213.9,1820.0,5631.557894736846,7294.926198830405,4579.294269005853,12357.599999999997,10745.769999999999,10151.57,2657.2,3486.4900000000002,1820.0,False,False,False,174,147,0,30,0,0,
113,7024303,1659.2,1988.3,1693.2,5870.672992700732,7497.6260688216835,4778.80302398329,12682.449999999972,11262.7,10454.009999999997,2642.0,3529.41,1804.8,False,False,False,138,111,3,24,0,0,
114,7024304,1824.9,2154.1,1859.0,,,,,,,,,,True,True,True,132,90,6,42,3,3,
115,7024305,2972.1,4041.4,2770.8,6228.637922705307,8556.05132850242,5908.604106280156,12767.844999999998,11548.494999999999,10886.974999999999,3113.1,5532.305,2770.8,False,False,False,165,144,9,15,9,0,
116,7024306,1915.2,2042.5,1022.1,8423.067454350154,9905.368703108246,8128.647323340491,15801.05,15106.659999999993,13781.099999999993,3345.0,3499.46,2543.7,False,False,False,141,129,0,9,3,6,
117,7024307,1609.9,1939.1,1573.9,6402.40475161987,7726.232829373653,5203.662068965506,13313.459999999988,11548.28,11009.314999999999,2747.2,2594.2,1909.9,False,False,False,147,141,6,9,0,0,
118,7024308,1903.7,2098.1,1077.8,8476.7020408163,9938.37566988211,8175.652569593103,15968.55,14837.379999999997,13802.614999999998,3534.6,3517.0,2733.3,False,False,False,150,135,12,9,0,3,
119,7024309,1654.4,1848.9,828.5,8427.006122448965,9860.56634512326,8146.3042826552555,15968.5,14739.79999999999,13553.314999999999,3664.5,3267.8,2863.2,False,False,False,123,108,6,12,0,0,
120,7024310,1285.2,1614.3,412.7,8599.811728395072,9139.903703703698,8845.62140672783,16420.139999999992,15636.339999999976,14943.969999999998,1305.8,1758.2000000000003,2192.39,False,False,False,162,132,21,21,6,0,
121,7024311,1434.3,1763.5,804.8,,,,,,,,,,True,True,True,186,153,24,15,6,3,
122,7024312,1223.6,1552.8,594.0,,,,,,,,,,True,True,True,180,156,21,12,0,0,
123,7024313,1040.3,1369.4,347.9,5863.937142857145,5969.48679245283,5263.084684684682,13571.18,12773.95,12508.9,1040.3,1369.4,347.9,False,False,False,180,147,15,27,6,6,
124,7024314,1500.6,1829.7,1587.0,6304.2161987041,7629.077753779705,5104.636206896556,13204.159999999987,11545.869999999999,10899.914999999999,2637.8,2490.3,1800.6,False,False,False,174,156,18,9,0,3,
125,7024315,1050.5,1379.7,1084.6,,,,,,,,,,True,True,True,183,165,21,12,0,0,
126,7024316,745.4,1074.5,605.1,5777.678947368424,4640.775833333334,4529.568376068378,12564.884999999998,11049.094999999998,11587.719999999992,745.4,1074.5,1619.2,False,False,False,135,117,12,15,9,0,
127,7024317,1033.1,1362.2,860.3,5914.333333333331,5721.05157894737,4409.944973544976,12934.720000000001,11156.419999999998,10706.179999999998,1053.7,1632.7199999999998,1831.42,False,False,False,168,108,9,51,6,0,
128,7024318,635.9,965.0,555.8,,,,,,,,,,True,True,True,183,162,9,18,6,3,
129,7024319,5716.9,5707.5,5427.0,13373.796477987411,14253.727421383675,13248.984528301895,26407.75,28274.239999999998,24899.639999999974,5759.8,6034.9,6217.5,False,False,False,90,78,0,12,3,0,
130,7024320,3828.9,3516.6,3303.1,8350.45131291026,9743.926172300977,8114.528244274767,15565.204999999978,14171.11999999997,13051.26,3969.8,4504.7,3627.6,False,False,False,192,183,12,0,0,0,
131,7024321,2890.3,1943.1,2017.9,8967.536005830902,10312.752539912917,9351.101017441846,17057.0,16897.080000000005,15029.125,4210.1,2855.9399999999996,4052.5,False,False,False,195,156,15,33,0,0,
132,7024322,1979.9,1616.6,1107.5,9275.829350649336,9128.023724489793,9058.488461538465,16737.939999999955,15344.864999999998,15177.794999999993,3045.3,1616.6,2328.4,False,False,False,159,117,0,36,12,0,
133,7024323,2126.7,1357.6,1554.6,9166.313246753252,8998.449489795923,8951.080000000004,16478.839999999956,15085.765,15087.524999999994,3073.5999999999995,1357.6,2490.0150000000003,False,False,False,141,114,30,15,9,6,
134,7024324,1697.4,928.3,1389.1,9137.711688311692,8969.847193877546,8922.470512820497,16450.239999999954,15057.165,15058.924999999992,3045.0,1329.0,2461.415000000001,False,False,False,156,144,9,6,6,3,
135,7024325,1682.7,1551.8,810.2,9433.89714285713,9283.571683673477,9207.301794871808,17056.959999999955,15663.91,15496.894999999991,2748.1000000000004,1843.6,2568.2,False,False,False,159,144,6,12,3,0,
136,7024326,1690.8,1014.4,1382.5,9454.017843866166,8296.637282229965,8459.141877256314,18300.199999999997,15648.469999999987,15375.719999999998,1782.7,1014.4,1988.9,False,False,False,195,156,21,27,6,3,
137,7024327,1588.1,1457.2,715.6,9530.614285714288,9375.23418367347,9296.211025641032,17226.359999999957,15833.31,15666.294999999993,2653.5,1749.0,2473.6,False,False,False,186,168,0,21,0,0,
138,7024328,1335.1,1085.6,1026.7,9797.516624040923,7936.240877598143,8472.67925925926,19259.2,16027.359999999997,15829.679999999993,2143.3,749.4,1765.8,False,False,False,219,177,12,36,3,0,
139,7024329,1488.4,532.3,1068.8,9886.789968652034,7638.799447513813,8153.617014925371,19418.659999999974,14802.164999999999,14979.460000000003,1580.3,532.3,1548.7,False,False,False,189,150,9,27,3,0,
140,7024330,1564.5,1712.4,692.0,8729.074074074066,9282.636111111124,9003.181957186538,16699.92499999999,15916.139999999978,15112.29,1585.1,1893.6,2471.84,False,False,False,159,138,12,6,3,3,
