,Unnamed: 0,city,hazard,service,ethnicity,distance,pop_perc_cum,pop_perc
1553,1553,christchurch,liquefaction,medical_clinic,white,1.887474421,36.39318594,9.928747684
1554,1554,christchurch,liquefaction,medical_clinic,white,2.485613263,46.15148302,9.75829708
1555,1555,christchurch,liquefaction,medical_clinic,white,3.083752105,56.04950995,9.898026935
1556,1556,christchurch,liquefaction,medical_clinic,white,3.681890947,64.9089774,8.859467441
1557,1557,christchurch,liquefaction,medical_clinic,white,4.280029789,69.88177467,4.972797273
1558,1558,christchurch,liquefaction,medical_clinic,white,4.878168632,74.34123815,4.459463477
1559,1559,christchurch,liquefaction,medical_clinic,white,5.476307474,77.50349325,3.162255101
1560,1560,christchurch,liquefaction,medical_clinic,white,6.074446316,79.73917094,2.23567769
1561,1561,christchurch,liquefaction,medical_clinic,white,6.672585158,81.33863184,1.5994609
1562,1562,christchurch,liquefaction,medical_clinic,white,7.270724,82.9420567,1.603424868
1563,1563,christchurch,liquefaction,medical_clinic,white,7.868862842,83.92512065,0.983063949
1564,1564,christchurch,liquefaction,medical_clinic,white,8.467001684,84.75160788,0.826487231
1565,1565,christchurch,liquefaction,medical_clinic,white,9.065140526,85.67124835,0.919640468
1566,1566,christchurch,liquefaction,medical_clinic,white,9.663279368,86.32728498,0.656036627
1567,1567,christchurch,liquefaction,medical_clinic,white,10.26141821,86.47395178,0.146666799
1568,1568,christchurch,liquefaction,medical_clinic,white,10.85955705,86.8376458,0.363694021
1569,1569,christchurch,liquefaction,medical_clinic,white,11.45769589,87.25683537,0.419189567
1570,1570,christchurch,liquefaction,medical_clinic,white,12.05583474,87.34305166,0.086216294
1571,1571,christchurch,liquefaction,medical_clinic,white,12.65397358,87.62152038,0.278468719
1572,1572,christchurch,liquefaction,medical_clinic,white,13.25211242,87.84350256,0.221982182
1573,1573,christchurch,liquefaction,medical_clinic,white,13.85025126,88.04962887,0.206126312
1574,1574,christchurch,liquefaction,medical_clinic,white,14.44839011,88.09025954,0.040630667
1600,1600,christchurch,liquefaction,medical_clinic,maori,0.093057895,1.893880106,1.893880106
1601,1601,christchurch,liquefaction,medical_clinic,maori,0.691196737,12.98325247,11.08937236
1602,1602,christchurch,liquefaction,medical_clinic,maori,1.289335579,27.06213805,14.07888558
1603,1603,christchurch,liquefaction,medical_clinic,maori,1.887474421,35.88981061,8.827672562
1604,1604,christchurch,liquefaction,medical_clinic,maori,2.485613263,47.04179058,11.15197997
1605,1605,christchurch,liquefaction,medical_clinic,maori,3.083752105,57.90421036,10.86241978
1606,1606,christchurch,liquefaction,medical_clinic,maori,3.681890947,66.50493035,8.600719987
1607,1607,christchurch,liquefaction,medical_clinic,maori,4.280029789,71.0987635,4.593833151
1608,1608,christchurch,liquefaction,medical_clinic,maori,4.878168632,75.7160745,4.617311003
1609,1609,christchurch,liquefaction,medical_clinic,maori,5.476307474,78.55689466,2.84082016
1610,1610,christchurch,liquefaction,medical_clinic,maori,6.074446316,80.63077164,2.073876976
1611,1611,christchurch,liquefaction,medical_clinic,maori,6.672585158,82.36030678,1.729535139
1612,1612,christchurch,liquefaction,medical_clinic,maori,7.270724,83.69854437,1.338237596
1613,1613,christchurch,liquefaction,medical_clinic,maori,7.868862842,84.52809516,0.82955079
1614,1614,christchurch,liquefaction,medical_clinic,maori,8.467001684,85.34982,0.82172484
1615,1615,christchurch,liquefaction,medical_clinic,maori,9.065140526,85.92111442,0.571294412
1616,1616,christchurch,liquefaction,medical_clinic,maori,9.663279368,86.38284552,0.4617311
1617,1617,christchurch,liquefaction,medical_clinic,maori,10.26141821,86.46893098,0.086085459
1618,1618,christchurch,liquefaction,medical_clinic,maori,10.85955705,86.89935827,0.430427297
1619,1619,christchurch,liquefaction,medical_clinic,maori,11.45769589,87.24370011,0.344341838
1620,1620,christchurch,liquefaction,medical_clinic,maori,12.05583474,87.33761152,0.09391141
1621,1621,christchurch,liquefaction,medical_clinic,maori,12.65397358,87.56456409,0.226952575
1622,1622,christchurch,liquefaction,medical_clinic,maori,13.25211242,87.74456096,0.17999687
1623,1623,christchurch,liquefaction,medical_clinic,maori,13.85025126,87.97933949,0.234778526
1624,1624,christchurch,liquefaction,medical_clinic,maori,14.44839011,88.00281734,0.023477853
1650,1650,christchurch,liquefaction,medical_clinic,asian,0.093057895,4.567761419,4.567761419
1651,1651,christchurch,liquefaction,medical_clinic,asian,0.691196737,28.67389311,24.10613169
1652,1652,christchurch,liquefaction,medical_clinic,asian,1.289335579,48.60055007,19.92665696
1653,1653,christchurch,liquefaction,medical_clinic,asian,1.887474421,58.34546729,9.744917219
1654,1654,christchurch,liquefaction,medical_clinic,asian,2.485613263,66.77452408,8.429056787
1655,1655,christchurch,liquefaction,medical_clinic,asian,3.083752105,74.09804239,7.323518309
1656,1656,christchurch,liquefaction,medical_clinic,asian,3.681890947,79.72280645,5.624764062
1657,1657,christchurch,liquefaction,medical_clinic,asian,4.280029789,81.72356145,2.000755002
1658,1658,christchurch,liquefaction,medical_clinic,asian,4.878168632,83.65960201,1.936040554
1659,1659,christchurch,liquefaction,medical_clinic,asian,5.476307474,84.99703392,1.337431915
1660,1660,christchurch,liquefaction,medical_clinic,asian,6.074446316,85.85450035,0.857466429
1661,1661,christchurch,liquefaction,medical_clinic,asian,6.672585158,86.66343094,0.808930594
1662,1662,christchurch,liquefaction,medical_clinic,asian,7.270724,87.47775441,0.814323464
1663,1663,christchurch,liquefaction,medical_clinic,asian,7.868862842,87.72582646,0.248072049
1664,1664,christchurch,liquefaction,medical_clinic,asian,8.467001684,87.88761258,0.161786119
1665,1665,christchurch,liquefaction,medical_clinic,asian,9.065140526,88.21118481,0.323572238
1666,1666,christchurch,liquefaction,medical_clinic,asian,9.663279368,88.36218519,0.151000378
1667,1667,christchurch,liquefaction,medical_clinic,asian,10.26141821,88.40532816,0.043142965
1668,1668,christchurch,liquefaction,medical_clinic,asian,10.85955705,88.4700426,0.064714448
1669,1669,christchurch,liquefaction,medical_clinic,asian,11.45769589,88.51857844,0.048535836
1670,1670,christchurch,liquefaction,medical_clinic,asian,12.05583474,88.54554279,0.026964353
1671,1671,christchurch,liquefaction,medical_clinic,asian,12.65397358,88.61025724,0.064714448
1672,1672,christchurch,liquefaction,medical_clinic,asian,13.25211242,88.65879308,0.048535836
1673,1673,christchurch,liquefaction,medical_clinic,asian,13.85025126,88.66957882,0.010785741
1674,1674,christchurch,liquefaction,medical_clinic,asian,14.44839011,88.67497169,0.005392871
1700,1700,christchurch,liquefaction,medical_clinic,polynesian,0.093057895,2.194162699,2.194162699
1701,1701,christchurch,liquefaction,medical_clinic,polynesian,0.691196737,14.13785966,11.94369696
1702,1702,christchurch,liquefaction,medical_clinic,polynesian,1.289335579,29.95239081,15.81453115
1703,1703,christchurch,liquefaction,medical_clinic,polynesian,1.887474421,38.2529497,8.30055889
1704,1704,christchurch,liquefaction,medical_clinic,polynesian,2.485613263,50.21734631,11.96439661
1705,1705,christchurch,liquefaction,medical_clinic,polynesian,3.083752105,60.38087353,10.16352722
1706,1706,christchurch,liquefaction,medical_clinic,polynesian,3.681890947,68.35023805,7.969364521
1707,1707,christchurch,liquefaction,medical_clinic,polynesian,4.280029789,72.38666943,4.036431381
1708,1708,christchurch,liquefaction,medical_clinic,polynesian,4.878168632,75.9470089,3.560339474
1709,1709,christchurch,liquefaction,medical_clinic,polynesian,5.476307474,78.24466984,2.29766094
1710,1710,christchurch,liquefaction,medical_clinic,polynesian,6.074446316,80.12833782,1.883667978
1711,1711,christchurch,liquefaction,medical_clinic,polynesian,6.672585158,83.95777272,3.8294349
1712,1712,christchurch,liquefaction,medical_clinic,polynesian,7.270724,85.53094597,1.573173256
1713,1713,christchurch,liquefaction,medical_clinic,polynesian,7.868862842,85.96563858,0.43469261
1714,1714,christchurch,liquefaction,medical_clinic,polynesian,8.467001684,86.29683295,0.33119437
1715,1715,christchurch,liquefaction,medical_clinic,polynesian,9.065140526,86.58662803,0.289795073
1716,1716,christchurch,liquefaction,medical_clinic,polynesian,9.663279368,87.00062099,0.413992962
1717,1717,christchurch,liquefaction,medical_clinic,polynesian,10.26141821,87.06271993,0.062098944
1718,1718,christchurch,liquefaction,medical_clinic,polynesian,10.85955705,87.26971641,0.206996481
1719,1719,christchurch,liquefaction,medical_clinic,polynesian,11.45769589,87.4353136,0.165597185
1720,1720,christchurch,liquefaction,medical_clinic,polynesian,12.05583474,87.45601325,0.020699648
1721,1721,christchurch,liquefaction,medical_clinic,polynesian,12.65397358,87.53881184,0.082798592
1722,1722,christchurch,liquefaction,medical_clinic,polynesian,13.25211242,87.64231008,0.103498241
1723,1723,christchurch,liquefaction,medical_clinic,polynesian,13.85025126,87.70440903,0.062098944
1724,1724,christchurch,liquefaction,medical_clinic,polynesian,14.44839011,87.72510867,0.020699648
1750,1750,christchurch,liquefaction,medical_clinic,meela,0.093057895,3.385276733,3.385276733
1751,1751,christchurch,liquefaction,medical_clinic,meela,0.691196737,22.56851155,19.18323482
1752,1752,christchurch,liquefaction,medical_clinic,meela,1.289335579,38.47393874,15.90542719
1753,1753,christchurch,liquefaction,medical_clinic,meela,1.887474421,48.52229984,10.0483611
1754,1754,christchurch,liquefaction,medical_clinic,meela,2.485613263,57.33476625,8.812466416
1755,1755,christchurch,liquefaction,medical_clinic,meela,3.083752105,67.2219237,9.887157442
1756,1756,christchurch,liquefaction,medical_clinic,meela,3.681890947,73.99247716,6.770553466
1757,1757,christchurch,liquefaction,medical_clinic,meela,4.280029789,77.53895755,3.546480387
1758,1758,christchurch,liquefaction,medical_clinic,meela,4.878168632,80.27941967,2.740462117
1759,1759,christchurch,liquefaction,medical_clinic,meela,5.476307474,82.32133262,2.04191295
1760,1760,christchurch,liquefaction,medical_clinic,meela,6.074446316,83.61096185,1.289629232
1761,1761,christchurch,liquefaction,medical_clinic,meela,6.672585158,84.79312198,1.182160129
1762,1762,christchurch,liquefaction,medical_clinic,meela,7.270724,85.7603439,0.967221924
1763,1763,christchurch,liquefaction,medical_clinic,meela,7.868862842,86.29768941,0.537345513
1764,1764,christchurch,liquefaction,medical_clinic,meela,8.467001684,86.40515852,0.107469103
1765,1765,christchurch,liquefaction,medical_clinic,meela,9.065140526,86.94250403,0.537345513
1766,1766,christchurch,liquefaction,medical_clinic,meela,9.663279368,86.99623858,0.053734551
1767,1767,christchurch,liquefaction,medical_clinic,meela,10.26141821,87.15744224,0.161203654
1768,1768,christchurch,liquefaction,medical_clinic,meela,10.85955705,87.26491134,0.107469103
1769,1769,christchurch,liquefaction,medical_clinic,meela,11.45769589,87.37238044,0.107469103
1770,1770,christchurch,liquefaction,medical_clinic,meela,12.05583474,87.37238044,0.0
1771,1771,christchurch,liquefaction,medical_clinic,meela,12.65397358,87.42611499,0.053734551
1772,1772,christchurch,liquefaction,medical_clinic,meela,13.25211242,87.42611499,0.0
1773,1773,christchurch,liquefaction,medical_clinic,meela,13.85025126,87.47984954,0.053734551
1774,1774,christchurch,liquefaction,medical_clinic,meela,14.44839011,87.47984954,0.0
1800,1800,christchurch,tsunami,supermarket,all,0.0592,9.664609981,9.664609981
1801,1801,christchurch,tsunami,supermarket,all,0.684302,34.4178854,24.75327541
1802,1802,christchurch,tsunami,supermarket,all,1.309404,57.45224811,23.03436271
1803,1803,christchurch,tsunami,supermarket,all,1.934506,70.92923861,13.4769905
1804,1804,christchurch,tsunami,supermarket,all,2.559608,77.90280217,6.973563558
1805,1805,christchurch,tsunami,supermarket,all,3.18471,81.33674215,3.433939978
1806,1806,christchurch,tsunami,supermarket,all,3.809812,83.37892234,2.042180191
1807,1807,christchurch,tsunami,supermarket,all,4.434914,85.7451471,2.366224764
1808,1808,christchurch,tsunami,supermarket,all,5.060016,87.76790016,2.022753058
1809,1809,christchurch,tsunami,supermarket,all,5.685118,88.5061312,0.738231043
1810,1810,christchurch,tsunami,supermarket,all,6.31022,89.12469111,0.618559906
1811,1811,christchurch,tsunami,supermarket,all,6.935322,90.06884976,0.94415865
1812,1812,christchurch,tsunami,supermarket,all,7.560424,90.41853815,0.349688389
1813,1813,christchurch,tsunami,supermarket,all,8.185526,90.91742692,0.498888768
1814,1814,christchurch,tsunami,supermarket,all,8.810628,91.83827301,0.92084609
1815,1815,christchurch,tsunami,supermarket,all,9.43573,92.66664594,0.828372939
1816,1816,christchurch,tsunami,supermarket,all,10.060832,93.31706635,0.650420403
1817,1817,christchurch,tsunami,supermarket,all,10.685934,93.52532521,0.208258863
1818,1818,christchurch,tsunami,supermarket,all,11.311036,93.71881945,0.193494242
1819,1819,christchurch,tsunami,supermarket,all,11.936138,94.04908071,0.330261256
1820,1820,christchurch,tsunami,supermarket,all,12.56124,94.35525232,0.306171612
1821,1821,christchurch,tsunami,supermarket,all,13.186342,94.4834714,0.128219076
1822,1822,christchurch,tsunami,supermarket,all,13.811444,94.56817369,0.084702299
1823,1823,christchurch,tsunami,supermarket,all,14.436546,94.82383476,0.255661066
1850,1850,christchurch,tsunami,supermarket,white,0.0592,8.528476152,8.528476152
1851,1851,christchurch,tsunami,supermarket,white,0.684302,31.86336204,23.33488589
1852,1852,christchurch,tsunami,supermarket,white,1.309404,54.2617606,22.39839856
1853,1853,christchurch,tsunami,supermarket,white,1.934506,67.81357461,13.55181401
1854,1854,christchurch,tsunami,supermarket,white,2.559608,74.98240989,7.168835287
1855,1855,christchurch,tsunami,supermarket,white,3.18471,78.55493564,3.572525741
1856,1856,christchurch,tsunami,supermarket,white,3.809812,80.80448721,2.249551576
1857,1857,christchurch,tsunami,supermarket,white,4.434914,83.51385902,2.70937181
1858,1858,christchurch,tsunami,supermarket,white,5.060016,85.79908631,2.285227284
1859,1859,christchurch,tsunami,supermarket,white,5.685118,86.68106908,0.881982777
1860,1860,christchurch,tsunami,supermarket,white,6.31022,87.39755621,0.716487132
1861,1861,christchurch,tsunami,supermarket,white,6.935322,88.52332299,1.12576678
1862,1862,christchurch,tsunami,supermarket,white,7.560424,88.92863867,0.40531568
1863,1863,christchurch,tsunami,supermarket,white,8.185526,89.46972024,0.541081569
1864,1864,christchurch,tsunami,supermarket,white,8.810628,90.54692842,1.077208178
1865,1865,christchurch,tsunami,supermarket,white,9.43573,91.51611848,0.969190062
1866,1866,christchurch,tsunami,supermarket,white,10.060832,92.25341644,0.737297962
1867,1867,christchurch,tsunami,supermarket,white,10.685934,92.49521846,0.24180202
1868,1868,christchurch,tsunami,supermarket,white,11.311036,92.70729073,0.212072263
1869,1869,christchurch,tsunami,supermarket,white,11.936138,93.07891268,0.371621956
1870,1870,christchurch,tsunami,supermarket,white,12.56124,93.43864274,0.359730054
1871,1871,christchurch,tsunami,supermarket,white,13.186342,93.58431854,0.145675807
1872,1872,christchurch,tsunami,supermarket,white,13.811444,93.68143575,0.097117205
1873,1873,christchurch,tsunami,supermarket,white,14.436546,93.9807153,0.299279549
1900,1900,christchurch,tsunami,supermarket,maori,0.0592,8.491156676,8.491156676
1901,1901,christchurch,tsunami,supermarket,maori,0.684302,31.71075286,23.21959618
1902,1902,christchurch,tsunami,supermarket,maori,1.309404,55.19643137,23.48567851
1903,1903,christchurch,tsunami,supermarket,maori,1.934506,69.76835185,14.57192049
1904,1904,christchurch,tsunami,supermarket,maori,2.559608,76.91344498,7.145093129
1905,1905,christchurch,tsunami,supermarket,maori,3.18471,80.66207544,3.748630459
1906,1906,christchurch,tsunami,supermarket,maori,3.809812,82.6107372,1.948661762
1907,1907,christchurch,tsunami,supermarket,maori,4.434914,85.53764282,2.926905619
1908,1908,christchurch,tsunami,supermarket,maori,5.060016,87.6428236,2.105180779
1909,1909,christchurch,tsunami,supermarket,maori,5.685118,88.12020661,0.477383002
1910,1910,christchurch,tsunami,supermarket,maori,6.31022,88.534982,0.414775395
1911,1911,christchurch,tsunami,supermarket,maori,6.935322,89.08279856,0.54781656
1912,1912,christchurch,tsunami,supermarket,maori,7.560424,89.38801064,0.305212083
1913,1913,christchurch,tsunami,supermarket,maori,8.185526,90.25669119,0.868680545
1914,1914,christchurch,tsunami,supermarket,maori,8.810628,91.07059008,0.813898889
1915,1915,christchurch,tsunami,supermarket,maori,9.43573,91.99405228,0.923462201
1916,1916,christchurch,tsunami,supermarket,maori,10.060832,92.71403976,0.719987478
1917,1917,christchurch,tsunami,supermarket,maori,10.685934,92.98794804,0.27390828
1918,1918,christchurch,tsunami,supermarket,maori,11.311036,93.19924871,0.211300673
1919,1919,christchurch,tsunami,supermarket,maori,11.936138,93.60619815,0.406949444
1920,1920,christchurch,tsunami,supermarket,maori,12.56124,93.90358429,0.297386132
1921,1921,christchurch,tsunami,supermarket,maori,13.186342,94.0444514,0.140867115
1922,1922,christchurch,tsunami,supermarket,maori,13.811444,94.16184066,0.117389263
1923,1923,christchurch,tsunami,supermarket,maori,14.436546,94.38879324,0.226952575
1950,1950,christchurch,tsunami,supermarket,asian,0.0592,15.79571806,15.79571806
1951,1951,christchurch,tsunami,supermarket,asian,0.684302,48.35247802,32.55675996
1952,1952,christchurch,tsunami,supermarket,asian,1.309404,73.96322062,25.6107426
1953,1953,christchurch,tsunami,supermarket,asian,1.934506,86.55018066,12.58696004
1954,1954,christchurch,tsunami,supermarket,asian,2.559608,92.18033759,5.630156933
1955,1955,christchurch,tsunami,supermarket,asian,3.18471,94.26198565,2.081648061
1956,1956,christchurch,tsunami,supermarket,asian,3.809812,95.35673839,1.094752737
1957,1957,christchurch,tsunami,supermarket,asian,4.434914,96.0524187,0.695680311
1958,1958,christchurch,tsunami,supermarket,asian,5.060016,96.83438494,0.781966241
1959,1959,christchurch,tsunami,supermarket,asian,5.685118,97.0447069,0.210321954
1960,1960,christchurch,tsunami,supermarket,asian,6.31022,97.30895756,0.264250661
1961,1961,christchurch,tsunami,supermarket,asian,6.935322,97.61095831,0.302000755
1962,1962,christchurch,tsunami,supermarket,asian,7.560424,97.67027989,0.059321577
1963,1963,christchurch,tsunami,supermarket,asian,8.185526,97.79431591,0.124036024
1964,1964,christchurch,tsunami,supermarket,asian,8.810628,98.04238796,0.248072049
1965,1965,christchurch,tsunami,supermarket,asian,9.43573,98.24731705,0.204929084
1966,1966,christchurch,tsunami,supermarket,asian,10.060832,98.46303187,0.215714825
1967,1967,christchurch,tsunami,supermarket,asian,10.685934,98.47921048,0.016178612
1968,1968,christchurch,tsunami,supermarket,asian,11.311036,98.5493178,0.070107318
1969,1969,christchurch,tsunami,supermarket,asian,11.936138,98.6409966,0.091678801
1970,1970,christchurch,tsunami,supermarket,asian,12.56124,98.6787467,0.037750094
1971,1971,christchurch,tsunami,supermarket,asian,13.186342,98.71649679,0.037750094
1972,1972,christchurch,tsunami,supermarket,asian,13.811444,98.72728253,0.010785741
1973,1973,christchurch,tsunami,supermarket,asian,14.436546,98.81896133,0.091678801
2000,2000,christchurch,tsunami,supermarket,polynesian,0.0592,9.06644587,9.06644587
2001,2001,christchurch,tsunami,supermarket,polynesian,0.684302,33.01593873,23.94949286
2002,2002,christchurch,tsunami,supermarket,polynesian,1.309404,58.04181329,25.02587456
2003,2003,christchurch,tsunami,supermarket,polynesian,1.934506,74.04264128,16.00082799
2004,2004,christchurch,tsunami,supermarket,polynesian,2.559608,82.07410474,8.031463465
2005,2005,christchurch,tsunami,supermarket,polynesian,3.18471,87.78720762,5.713102877
2006,2006,christchurch,tsunami,supermarket,polynesian,3.809812,89.6708756,1.883667978
2007,2007,christchurch,tsunami,supermarket,polynesian,4.434914,91.49244463,1.821569033
2008,2008,christchurch,tsunami,supermarket,polynesian,5.060016,92.79652246,1.304077831
2009,2009,christchurch,tsunami,supermarket,polynesian,5.685118,93.02421859,0.227696129
2010,2010,christchurch,tsunami,supermarket,polynesian,6.31022,93.21051542,0.186296833
2011,2011,christchurch,tsunami,supermarket,polynesian,6.935322,93.39681225,0.186296833
2012,2012,christchurch,tsunami,supermarket,polynesian,7.560424,93.64520803,0.248395777
2013,2013,christchurch,tsunami,supermarket,polynesian,8.185526,94.12129994,0.476091906
2014,2014,christchurch,tsunami,supermarket,polynesian,8.810628,94.45249431,0.33119437
2015,2015,christchurch,tsunami,supermarket,polynesian,9.43573,94.88718692,0.43469261
2016,2016,christchurch,tsunami,supermarket,polynesian,10.060832,95.15628234,0.269095425
2017,2017,christchurch,tsunami,supermarket,polynesian,10.685934,95.32187953,0.165597185
2018,2018,christchurch,tsunami,supermarket,polynesian,11.311036,95.59097495,0.269095425
2019,2019,christchurch,tsunami,supermarket,polynesian,11.936138,95.79797143,0.206996481
2020,2020,christchurch,tsunami,supermarket,polynesian,12.56124,95.94286897,0.144897537
2021,2021,christchurch,tsunami,supermarket,polynesian,13.186342,95.98426827,0.041399296
2022,2022,christchurch,tsunami,supermarket,polynesian,13.811444,96.00496792,0.020699648
2023,2023,christchurch,tsunami,supermarket,polynesian,14.436546,96.1291658,0.124197889
2050,2050,christchurch,tsunami,supermarket,meela,0.0592,13.91724879,13.91724879
2051,2051,christchurch,tsunami,supermarket,meela,0.684302,45.45943041,31.54218162
2052,2052,christchurch,tsunami,supermarket,meela,1.309404,70.55346588,25.09403546
2053,2053,christchurch,tsunami,supermarket,meela,1.934506,83.18108544,12.62761956
2054,2054,christchurch,tsunami,supermarket,meela,2.559608,88.50080602,5.31972058
2055,2055,christchurch,tsunami,supermarket,meela,3.18471,91.88608275,3.385276733
2056,2056,christchurch,tsunami,supermarket,meela,3.809812,92.96077378,1.074691026
2057,2057,christchurch,tsunami,supermarket,meela,4.434914,93.60558839,0.644814616
2058,2058,christchurch,tsunami,supermarket,meela,5.060016,94.41160666,0.80601827
2059,2059,christchurch,tsunami,supermarket,meela,5.685118,94.62654487,0.214938205
2060,2060,christchurch,tsunami,supermarket,meela,6.31022,95.05642128,0.429876411
2061,2061,christchurch,tsunami,supermarket,meela,6.935322,95.37882859,0.322407308
2062,2062,christchurch,tsunami,supermarket,meela,7.560424,95.54003224,0.161203654
2063,2063,christchurch,tsunami,supermarket,meela,8.185526,95.75497045,0.214938205
2064,2064,christchurch,tsunami,supermarket,meela,8.810628,96.56098872,0.80601827
2065,2065,christchurch,tsunami,supermarket,meela,9.43573,96.88339602,0.322407308
2066,2066,christchurch,tsunami,supermarket,meela,10.060832,97.15206878,0.268672757
2067,2067,christchurch,tsunami,supermarket,meela,10.685934,97.15206878,0.0
2068,2068,christchurch,tsunami,supermarket,meela,11.311036,97.25953788,0.107469103
2069,2069,christchurch,tsunami,supermarket,meela,11.936138,97.36700699,0.107469103
2070,2070,christchurch,tsunami,supermarket,meela,12.56124,97.47447609,0.107469103
2071,2071,christchurch,tsunami,supermarket,meela,13.186342,97.47447609,0.0
2072,2072,christchurch,tsunami,supermarket,meela,13.811444,97.47447609,0.0
2073,2073,christchurch,tsunami,supermarket,meela,14.436546,97.52821064,0.053734551
2100,2100,christchurch,tsunami,primary_school,all,0.0031,15.82223396,15.82223396
2101,2101,christchurch,tsunami,primary_school,all,0.603038,54.20170026,38.3794663
2102,2102,christchurch,tsunami,primary_school,all,1.202976,73.99017764,19.78847738
2103,2103,christchurch,tsunami,primary_school,all,1.802914,80.852618,6.862440359
2104,2104,christchurch,tsunami,primary_school,all,2.402852,84.05887198,3.206253983
2105,2105,christchurch,tsunami,primary_school,all,3.00279,86.2953235,2.236451518
2106,2106,christchurch,tsunami,primary_school,all,3.602728,88.75557559,2.460252086
2107,2107,christchurch,tsunami,primary_school,all,4.202666,90.60892405,1.853348461
2108,2108,christchurch,tsunami,primary_school,all,4.802604,91.53520974,0.926285688
2109,2109,christchurch,tsunami,primary_school,all,5.402542,91.73569774,0.20048801
2110,2110,christchurch,tsunami,primary_school,all,6.00248,92.01234011,0.27664237
2111,2111,christchurch,tsunami,primary_school,all,6.602418,92.26955535,0.257215237
2112,2112,christchurch,tsunami,primary_school,all,7.202356,92.88966943,0.620114076
2113,2113,christchurch,tsunami,primary_school,all,7.802294,93.39322071,0.50355128
2114,2114,christchurch,tsunami,primary_school,all,8.402232,93.98691388,0.593693176
2115,2115,christchurch,tsunami,primary_school,all,9.00217,94.23713535,0.250221469
2116,2116,christchurch,tsunami,primary_school,all,9.602108,94.48424848,0.247113128
2117,2117,christchurch,tsunami,primary_school,all,10.202046,94.72359076,0.239342275
2118,2118,christchurch,tsunami,primary_school,all,10.801984,94.94506007,0.221469313
2119,2119,christchurch,tsunami,primary_school,all,11.401922,95.20538365,0.260323578
2120,2120,christchurch,tsunami,primary_school,all,12.00186,95.23335872,0.027975071
2121,2121,christchurch,tsunami,primary_school,all,12.601798,95.51932611,0.285967394
2122,2122,christchurch,tsunami,primary_school,all,13.201736,95.69650156,0.17717545
2123,2123,christchurch,tsunami,primary_school,all,13.801674,95.81461853,0.118116967
2124,2124,christchurch,tsunami,primary_school,all,14.401612,95.81461853,0.0
2150,2150,christchurch,tsunami,primary_school,white,0.0031,14.93424769,14.93424769
2151,2151,christchurch,tsunami,primary_school,white,0.603038,51.98049728,37.04624959
2152,2152,christchurch,tsunami,primary_school,white,1.202976,71.63682129,19.65632401
2153,2153,christchurch,tsunami,primary_school,white,1.802914,78.65601681,7.019195513
2154,2154,christchurch,tsunami,primary_school,white,2.402852,82.12349741,3.467480601
2155,2155,christchurch,tsunami,primary_school,white,3.00279,84.41367965,2.290182243
2156,2156,christchurch,tsunami,primary_school,white,3.602728,87.06061897,2.646939322
2157,2157,christchurch,tsunami,primary_school,white,4.202666,89.13179201,2.071173037
2158,2158,christchurch,tsunami,primary_school,white,4.802604,90.21098217,1.079190161
2159,2159,christchurch,tsunami,primary_school,white,5.402542,90.44981122,0.238829044
2160,2160,christchurch,tsunami,primary_school,white,6.00248,90.77287457,0.323063354
2161,2161,christchurch,tsunami,primary_school,white,6.602418,91.07710908,0.304234508
2162,2162,christchurch,tsunami,primary_school,white,7.202356,91.79954216,0.722433083
2163,2163,christchurch,tsunami,primary_school,white,7.802294,92.37629944,0.576757276
2164,2164,christchurch,tsunami,primary_school,white,8.402232,93.05017392,0.673874481
2165,2165,christchurch,tsunami,primary_school,white,9.00217,93.33855256,0.288378638
2166,2166,christchurch,tsunami,primary_school,white,9.602108,93.61206632,0.27351376
2167,2167,christchurch,tsunami,primary_school,white,10.202046,93.88756206,0.275495744
2168,2168,christchurch,tsunami,primary_school,white,10.801984,94.14323797,0.255675906
2169,2169,christchurch,tsunami,primary_school,white,11.401922,94.44053553,0.297297565
2170,2170,christchurch,tsunami,primary_school,white,12.00186,94.47026529,0.029729757
2171,2171,christchurch,tsunami,primary_school,white,12.601798,94.80323856,0.332973273
2172,2172,christchurch,tsunami,primary_school,white,13.201736,95.01729281,0.214054247
2173,2173,christchurch,tsunami,primary_school,white,13.801674,95.15008572,0.132792912
2174,2174,christchurch,tsunami,primary_school,white,14.401612,95.15008572,0.0
2200,2200,christchurch,tsunami,primary_school,maori,0.0031,13.99280013,13.99280013
2201,2201,christchurch,tsunami,primary_school,maori,0.603038,49.81217718,35.81937705
2202,2202,christchurch,tsunami,primary_school,maori,1.202976,69.66661449,19.85443731
2203,2203,christchurch,tsunami,primary_school,maori,1.802914,76.22476131,6.558146815
2204,2204,christchurch,tsunami,primary_school,maori,2.402852,79.58992018,3.365158867
2205,2205,christchurch,tsunami,primary_school,maori,3.00279,83.49506965,3.905149476
2206,2206,christchurch,tsunami,primary_school,maori,3.602728,87.66630146,4.171231805
2207,2207,christchurch,tsunami,primary_school,maori,4.202666,90.05321647,2.38691501
2208,2208,christchurch,tsunami,primary_school,maori,4.802604,90.71842229,0.665205823
2209,2209,christchurch,tsunami,primary_school,maori,5.402542,90.91407106,0.195648771
2210,2210,christchurch,tsunami,primary_school,maori,6.00248,91.15667554,0.242604476
2211,2211,christchurch,tsunami,primary_school,maori,6.602418,91.39928001,0.242604476
2212,2212,christchurch,tsunami,primary_school,maori,7.202356,92.03318203,0.633902019
